"userID","pre_nihScore","post_nihScore","pre_nihAccuracy","post_nihAccuracy","pre_nihRTScore","post_nihRTScore","dateTime.x","dateTime.y","DiffScore","DiffAccuracy","DiffRT","ImproverScore","ImproverAccuracy","ImproverRT","AllImprove","ImprovedPostScoreGT7"
16987,7.43213,7.28795,4,5,3.05713,2.54436,"2018-10-09 09:10:55","2018-12-04 08:58:22",-0.14418,1,-0.51277,0,1,0,0,1
16988,7.36408,7.59407,4,5,3.11408,2.97868,"2018-10-09 09:10:55","2018-12-04 08:56:08",0.22999,1,-0.1354,1,1,0,0,1
16990,7.13866,6.92,5,5,2.63866,2.30462,"2018-10-09 09:12:44","2018-12-04 08:54:11",-0.21866,0,-0.33404,0,0,0,0,0
16991,6.50615,6.16303,4,5,2.50615,1.41303,"2018-10-09 09:12:15","2018-12-04 08:58:08",-0.34312,1,-1.09312,0,1,0,0,0
16992,7.74156,7.46937,5,5,2.99156,2.72578,"2018-10-09 09:09:47","2018-12-04 08:54:39",-0.27219,0,-0.26578,0,0,0,0,1
16993,6.70846,7.47765,5,5,2.20846,2.47765,"2018-10-09 09:10:20","2018-12-04 08:56:27",0.76919,0,0.26919,1,0,1,0,1
16994,2.4359,6.50237,2,4,3.76423,2.1434,"2018-10-23 09:03:03","2018-12-04 08:58:18",4.06647,2,-1.62083,1,1,0,0,0
16995,5.85425,5.63688,4,4,1.47925,1.40611,"2018-10-09 09:04:43","2018-12-04 09:05:52",-0.217370000000001,0,-0.07314,0,0,0,0,0
16996,3.07692,5.87283,3,4,5,1.51385,"2018-10-16 09:03:19","2018-12-04 09:01:21",2.79591,1,-3.48615,1,1,0,0,0
16998,3.58974,6.899,4,4,2.62164,2.41182,"2018-10-16 09:05:23","2018-12-04 08:56:26",3.30926,0,-0.20982,1,0,0,0,0
17006,7.66167,8.03359,5,5,3.16167,3.03359,"2018-10-09 09:45:27","2018-12-04 09:31:38",0.37192,0,-0.12808,1,0,0,0,1
17007,7.88385,7.58552,5,5,3.00885,2.97014,"2018-10-09 09:45:31","2018-12-04 09:34:39",-0.29833,0,-0.03871,0,0,0,0,1
17008,7.61203,7.74522,5,5,2.86203,3.00163,"2018-10-09 09:45:18","2018-12-11 09:30:50",0.13319,0,0.1396,1,0,1,0,1
17009,7.94846,6.73155,5,5,3.07346,1.85976,"2018-10-09 09:45:14","2018-12-04 09:34:36",-1.21691,0,-1.2137,0,0,0,0,0
17010,8.07803,7.7845,5,5,3.33444,3.04092,"2018-10-23 09:42:44","2018-12-04 09:27:42",-0.29353,0,-0.29352,0,0,0,0,1
17011,7.20293,6.73922,4,4,3.07793,2.50845,"2018-10-09 09:46:06","2018-12-04 09:37:50",-0.46371,0,-0.56948,0,0,0,0,0
17012,6.74928,3.84615,4,4,2.49928,3.37003,"2018-10-09 09:46:28","2018-12-04 09:34:53",-2.90313,0,0.87075,0,0,1,0,0
17013,8.12016,7.49586,5,5,3.12016,2.62407,"2018-10-09 09:46:49","2018-12-04 09:28:45",-0.6243,0,-0.49609,0,0,0,0,1
17014,7.86408,6.13009,5,4,3.11408,1.89932,"2018-10-09 09:45:28","2018-12-04 09:34:44",-1.73399,-1,-1.21476,0,0,0,0,0
17015,7.19747,0,5,4,2.32247,0,"2018-10-09 09:46:13","2018-12-04 09:35:06",-7.19747,-1,-2.32247,0,0,0,0,0
17016,8.11409,7.37694,5,5,3.23909,2.37694,"2018-10-09 09:45:34","2018-12-04 09:35:11",-0.737149999999999,0,-0.86215,0,0,0,0,1
17017,8.02216,7.68503,5,4,3.52216,3.32606,"2018-10-09 09:44:25","2018-12-04 09:28:47",-0.337129999999999,-1,-0.1961,0,0,0,0,1
17018,6.12377,3.71795,4,4,1.99877,2.43502,"2018-10-09 09:47:42","2018-12-11 09:31:23",-2.40582,0,0.43625,0,0,1,0,0
17019,6.42836,7.0629,5,5,1.67836,2.31931,"2018-10-09 09:40:58","2018-12-04 09:36:05",0.63454,0,0.64095,1,0,1,0,0
17020,7.15673,0,5,4,2.28173,0,"2018-10-09 09:45:58","2018-12-04 09:31:15",-7.15673,-1,-2.28173,0,0,0,0,0
17021,6.68854,7.31349,5,5,2.18854,2.4417,"2018-10-09 09:45:58","2018-12-04 09:34:23",0.62495,0,0.25316,1,0,1,0,1
17022,7.86203,8.07895,5,5,2.86203,3.20715,"2018-10-09 09:39:49","2018-12-04 09:34:00",0.216920000000001,0,0.34512,1,0,1,0,1
17023,8.31184,8.8831,4,5,3.93684,4.0113,"2018-10-09 09:36:55","2018-12-04 09:28:44",0.571260000000001,1,0.0744600000000002,1,1,1,1,1
17024,8.35339,3.97436,4,4,4.22839,1.49865,"2018-10-09 09:42:18","2018-12-04 09:30:17",-4.37903,0,-2.72974,0,0,0,0,0
17025,6.57148,7.63148,4,5,2.19648,3.0161,"2018-10-09 09:39:03","2018-12-04 09:29:31",1.06,1,0.81962,1,1,1,1,1
17026,8.15595,8.40273,5,5,3.54057,3.40273,"2018-10-23 09:43:35","2018-12-04 09:27:22",0.246779999999999,0,-0.13784,1,0,0,0,1
17027,7.22758,6.99333,4,4,2.85258,2.50615,"2018-10-09 09:38:59","2018-12-04 09:30:11",-0.234249999999999,0,-0.34643,0,0,0,0,0
17028,7.89198,7.88644,5,5,2.89198,3.01465,"2018-10-09 09:45:00","2018-12-04 09:28:00",-0.00553999999999988,0,0.12267,0,0,1,0,1
17029,7.37632,8.50782,5,5,2.75132,3.76423,"2018-10-09 09:45:59","2018-12-04 09:37:54",1.1315,0,1.01291,1,0,1,0,1
17030,8.05068,8.08212,5,5,3.17568,3.21033,"2018-10-09 09:45:20","2018-12-04 09:34:31",0.0314399999999999,0,0.0346500000000001,1,0,1,0,1
17031,6.97765,4.23077,5,4,2.47765,0,"2018-10-09 09:44:41","2018-12-04 09:31:46",-2.74688,-1,-2.47765,0,0,0,0,0
17032,6.37184,7.19022,5,4,1.74684,2.70304,"2018-10-09 09:44:38","2018-12-04 09:33:33",0.81838,-1,0.9562,1,0,1,0,0
17033,8.29983,3.33333,5,3,3.54983,4.46961,"2018-10-09 09:43:34","2018-12-04 09:29:40",-4.9665,-2,0.91978,0,0,1,0,0
17035,7.4669,7.45857,5,5,2.7169,2.84318,"2018-10-09 10:11:16","2018-12-04 10:02:25",-0.00832999999999995,0,0.12628,0,0,1,0,1
17036,7.54444,7.16231,4,4,3.16944,2.80334,"2018-10-09 10:10:20","2018-12-04 10:02:01",-0.38213,0,-0.3661,0,0,0,0,0
17037,7.09159,6.83541,5,5,2.59159,1.96362,"2018-10-09 10:10:23","2018-12-04 10:13:49",-0.25618,0,-0.62797,0,0,0,0,0
17038,8.01661,8.69766,5,5,3.26661,3.69766,"2018-10-09 10:09:11","2018-12-04 10:06:35",0.681050000000001,0,0.43105,1,0,1,0,1
17039,6.77911,2.5641,5,3,2.15411,2.30253,"2018-10-09 10:07:40","2018-12-04 10:05:33",-4.21501,-2,0.14842,0,0,1,0,0
17040,6.64932,7.83207,5,5,1.89932,3.21668,"2018-10-09 10:10:08","2018-12-04 10:06:54",1.18275,0,1.31736,1,0,1,0,1
17041,7.35945,7.46184,5,5,2.48445,2.46184,"2018-10-09 10:09:51","2018-12-04 10:06:51",0.10239,0,-0.0226099999999998,1,0,0,0,1
17042,8.90473,8.06316,5,5,4.27973,3.19136,"2018-10-09 10:09:23","2018-12-04 10:03:56",-0.841570000000001,0,-1.08837,0,0,0,0,1
17043,7.40217,7.08326,5,5,2.77717,2.21146,"2018-10-09 10:08:02","2018-12-04 10:01:30",-0.31891,0,-0.56571,0,0,0,0,0
17044,7.82716,7.39213,5,5,2.82716,2.39213,"2018-10-09 10:13:35","2018-12-04 10:05:33",-0.43503,0,-0.43503,0,0,0,0,1
17045,7.28073,6.20716,4,5,2.90573,1.46357,"2018-10-09 10:13:27","2018-12-04 10:06:49",-1.07357,1,-1.44216,0,1,0,0,0
17046,7.31113,7.32915,5,5,2.43613,2.45735,"2018-10-09 10:14:46","2018-12-11 10:07:42",0.0180199999999999,0,0.02122,1,0,1,0,1
17048,3.5,3.97436,4,4,3.82025,4.40262,"2018-10-09 10:09:16","2018-12-04 10:20:07",0.47436,0,0.58237,1,0,1,0,0
17049,7.32051,7.4937,5,5,2.69551,2.87831,"2018-10-09 10:10:38","2018-12-04 10:00:55",0.17319,0,0.1828,1,0,1,0,1
17051,6.75305,7.05491,4,5,2.52228,2.05491,"2018-10-16 10:20:46","2018-12-11 10:10:05",0.30186,1,-0.46737,1,1,0,0,0
17058,7.30793,7.14826,5,5,2.43613,2.14826,"2018-10-10 09:10:34","2018-12-05 08:55:38",-0.15967,0,-0.28787,0,0,0,0,0
17059,3.84615,8.69378,4,5,3.39581,3.95019,"2018-10-10 09:07:48","2018-12-05 08:55:16",4.84763,1,0.55438,1,1,1,1,1
17060,2.17949,7.03951,2,4,2.60116,2.68054,"2018-10-10 09:06:12","2018-12-19 08:57:31",4.86002,2,0.07938,1,1,1,1,0
17061,2.05128,2.05128,2,2,3.46966,2.85393,"2018-10-10 09:06:08","2018-12-05 08:57:32",0,0,-0.61573,0,0,0,0,0
17062,6.31456,7.03702,4,4,1.95559,2.67805,"2018-10-24 08:57:59","2018-12-05 08:58:28",0.72246,0,0.72246,1,0,1,0,0
17063,2.05128,7.60429,2,4,3.63499,3.11712,"2018-10-10 09:06:37","2018-12-05 08:54:40",5.55301,2,-0.51787,1,1,0,0,1
17064,2.5,8.8153,3,5,3.14774,3.94351,"2018-10-10 09:08:53","2018-12-05 08:54:57",6.3153,2,0.79577,1,1,1,1,1
17065,7.82751,7.93071,5,5,3.08392,2.93071,"2018-10-10 09:08:15","2018-12-05 08:55:11",0.1032,0,-0.15321,1,0,0,0,1
17066,3.46154,3.33333,3,3,1.21492,0,"2018-10-24 09:00:27","2018-12-05 09:00:54",-0.12821,0,-1.21492,0,0,0,0,0
17067,2.5,3.97436,3,4,3.72766,2.98154,"2018-10-10 09:12:59","2018-12-05 08:59:36",1.47436,1,-0.74612,1,1,0,0,0
17068,7.53218,8.24267,5,5,2.9168,3.62729,"2018-10-10 09:07:52","2018-12-05 08:54:28",0.71049,0,0.71049,1,0,1,0,1
17069,5.91966,3.84615,4,4,1.6604,2.38127,"2018-10-10 09:12:12","2018-12-05 08:58:43",-2.07351,0,0.72087,0,0,1,0,0
17070,6.86398,7.23209,4,4,2.505,2.74491,"2018-10-10 09:10:22","2018-12-05 08:56:27",0.368110000000001,0,0.23991,1,0,1,0,1
17071,7.51909,7.73659,4,5,3.16012,2.993,"2018-10-10 09:07:11","2018-12-05 08:57:15",0.217499999999999,1,-0.16712,1,1,0,0,1
17072,6.79285,7.27717,4,5,2.30567,2.77717,"2018-10-10 09:06:54","2018-12-05 08:56:54",0.48432,1,0.4715,1,1,1,1,1
17073,6.66977,7.30554,4,5,2.18259,2.56195,"2018-10-10 09:04:26","2018-12-05 08:55:03",0.63577,1,0.37936,1,1,1,1,1
17074,7.01519,7.20543,5,5,2.1434,2.46184,"2018-10-24 09:04:00","2018-12-05 08:55:52",0.19024,0,0.31844,1,0,1,0,1
17075,6.58921,5,4,5,2.10203,0,"2018-10-31 09:04:12","2018-12-05 09:00:52",-1.58921,1,-2.10203,0,1,0,0,0
17076,2.05128,3.33333,2,3,2.44951,2.75518,"2018-10-31 09:08:41","2018-12-05 08:58:43",1.28205,1,0.30567,1,1,1,1,0
17077,3.66667,6.53539,4,4,2.36185,2.30462,"2018-11-28 09:09:27","2018-12-05 08:56:55",2.86872,0,-0.0572300000000001,1,0,0,0,0
17083,6.94048,7.56551,5,5,2.34048,2.69051,"2018-10-10 10:24:15","2018-12-05 10:06:23",0.62503,0,0.35003,1,0,1,0,1
17084,0,7.89662,5,5,0,3.02482,"2018-10-10 10:22:36","2018-12-05 10:07:14",7.89662,0,3.02482,1,0,1,0,1
17085,8.67338,7.63283,5,5,4.00671,2.88924,"2018-10-10 10:22:55","2018-12-05 10:09:07",-1.04055,0,-1.11747,0,0,0,0,1
17086,7.43751,8.10169,4,5,2.95033,3.3581,"2018-10-10 10:19:41","2018-12-05 10:04:30",0.66418,1,0.40777,1,1,1,1,1
17087,3.04348,7.94079,3,5,1.3147,3.06899,"2018-10-10 10:21:51","2018-12-05 10:03:36",4.89731,2,1.75429,1,1,1,1,1
17088,6.55958,7.1278,5,5,1.68778,2.25601,"2018-10-24 10:03:53","2018-12-05 10:05:54",0.568219999999999,0,0.56823,1,0,1,0,0
17089,6.77144,7.34921,5,4,2.15606,2.86203,"2018-10-10 10:24:18","2018-12-05 10:04:32",0.57777,-1,0.70597,1,0,1,0,1
17090,7.90831,8.34862,5,5,3.03652,3.47683,"2018-10-10 10:21:27","2018-12-05 10:07:33",0.44031,0,0.44031,1,0,1,0,1
17091,6.99755,7.32684,5,5,2.25396,2.58325,"2018-10-10 10:21:29","2018-12-05 10:05:25",0.329289999999999,0,0.32929,1,0,1,0,1
17092,4.48718,6.579,4,5,0,1.96362,"2018-10-10 10:18:19","2018-12-05 10:06:15",2.09182,1,1.96362,1,1,1,1,0
17093,9.36282,8.85831,5,5,4.61923,4.11472,"2018-10-10 10:16:14","2018-12-05 10:05:44",-0.50451,0,-0.50451,0,0,0,0,1
17094,8.12561,7.46049,5,5,3.38202,2.7169,"2018-10-10 10:15:22","2018-12-05 10:06:58",-0.66512,0,-0.66512,0,0,0,0,1
17095,7.05869,7.14544,5,4,2.3151,2.65826,"2018-10-10 10:14:43","2018-12-05 10:05:15",0.0867499999999994,-1,0.34316,1,0,1,0,0
17096,3.20513,3.07692,3,3,4.03438,3.20399,"2018-10-10 10:16:42","2018-12-05 10:05:25",-0.12821,0,-0.83039,0,0,0,0,0
17097,7.47416,8.10045,5,5,2.60236,3.10045,"2018-10-10 10:16:30","2018-12-05 10:11:31",0.62629,0,0.49809,1,0,1,0,1
17098,7.59978,7.8053,5,5,2.9844,2.9335,"2018-10-10 10:18:19","2018-12-05 10:06:39",0.20552,0,-0.0508999999999999,1,0,0,0,1
17099,6.88548,7.42435,5,5,1.88548,2.55255,"2018-10-10 10:20:10","2018-12-05 10:05:46",0.538869999999999,0,0.66707,1,0,1,0,1
17100,6.42238,6.46196,4,4,1.9352,2.10299,"2018-10-10 10:21:51","2018-12-05 10:06:42",0.0395799999999999,0,0.16779,1,0,1,0,0
17132,7.57985,7.61798,5,5,2.96446,2.74619,"2018-10-10 09:13:43","2018-12-05 09:03:47",0.0381299999999998,0,-0.21827,1,0,0,0,1
17133,7.32233,7.51039,4,5,2.83515,2.7668,"2018-10-10 09:13:37","2018-12-05 08:55:22",0.18806,1,-0.0683500000000001,1,1,0,0,1
17134,8.60147,7.36754,5,4,3.72968,3.26498,"2018-10-10 09:12:29","2018-12-05 09:00:39",-1.23393,-1,-0.4647,0,0,0,0,1
17135,6.93222,7.3079,4,5,2.44504,2.56431,"2018-10-10 09:12:17","2018-12-05 08:59:49",0.37568,1,0.11927,1,1,1,1,1
17136,2.4359,6.91333,2,4,2.77978,2.42615,"2018-10-10 09:11:09","2018-12-05 09:01:44",4.47743,2,-0.35363,1,1,0,0,0
17137,6.75684,3.71795,5,4,2.14146,0,"2018-10-24 09:03:29","2018-12-05 09:03:02",-3.03889,-1,-2.14146,0,0,0,0,0
17138,7.28657,8.54378,4,5,2.79939,3.67198,"2018-10-10 09:04:59","2018-12-05 08:58:58",1.25721,1,0.87259,1,1,1,1,1
17139,6.57455,6.35291,4,4,2.47199,1.86573,"2018-10-10 09:07:40","2018-12-05 09:00:37",-0.221640000000001,0,-0.60626,0,0,0,0,0
17140,7.00605,8.01119,5,5,2.00605,3.39581,"2018-10-10 09:07:37","2018-12-05 09:01:23",1.00514,0,1.38976,1,0,1,0,1
17141,7.78238,6.63598,5,5,2.78238,1.89239,"2018-10-24 09:10:32","2018-12-05 09:03:30",-1.1464,0,-0.88999,0,0,0,0,0
17142,2.05128,6.84597,2,5,3.21987,2.23058,"2018-10-24 09:10:56","2018-12-05 09:04:09",4.79469,3,-0.98929,1,1,0,0,0
17143,6.52704,7.6725,4,5,2.29627,2.80071,"2018-11-07 09:08:04","2018-12-05 08:59:18",1.14546,1,0.50444,1,1,1,1,1
17144,7.18259,6.34523,5,4,2.18259,2.11446,"2018-10-24 09:13:35","2018-12-05 08:59:41",-0.83736,-1,-0.06813,0,0,0,0,0
17145,6.82426,3.84615,5,4,1.82426,2.9016,"2018-10-10 09:05:59","2018-12-05 08:59:37",-2.97811,-1,1.07734,0,0,1,0,0
17146,2.17949,2.125,2,2,3.4483,0.149816,"2018-10-10 09:06:55","2018-12-05 09:06:19",-0.0544899999999999,0,-3.298484,0,0,0,0,0
17147,7.20484,7.6519,5,5,2.33305,3.03652,"2018-10-24 08:56:58","2018-12-05 08:57:42",0.44706,0,0.70347,1,0,1,0,1
17149,3.84615,6.13827,4,4,0.346104,1.65109,"2018-10-24 08:57:56","2018-12-05 09:00:10",2.29212,0,1.304986,1,0,1,0,0
17150,5,7.24881,5,4,0,2.76163,"2018-10-10 09:14:52","2018-12-05 08:57:40",2.24881,-1,2.76163,1,0,1,0,1
17151,8.5201,8.46723,5,5,3.8951,3.72364,"2018-10-31 08:53:19","2018-12-05 08:59:46",-0.0528699999999986,0,-0.17146,0,0,0,0,1
17156,2.5641,2.69231,3,3,3.63306,1.65342,"2018-10-24 09:45:59","2018-12-19 09:37:08",0.12821,0,-1.97964,1,0,0,0,0
17157,0,7.37154,4,5,0,2.37154,"2018-10-24 09:48:21","2018-12-19 09:41:03",7.37154,1,2.37154,1,1,1,1,1
17158,7.8306,7.18674,5,4,2.9588,2.95597,"2018-10-10 09:47:44","2018-12-19 09:34:38",-0.643859999999999,-1,-0.00282999999999989,0,0,0,0,0
17159,6.83775,7.37701,4,5,2.47878,2.76163,"2018-10-10 09:47:47","2018-12-19 09:41:55",0.539260000000001,1,0.28285,1,1,1,1,1
17160,2.17949,3.58974,2,4,0.462495,2.24886,"2018-10-10 09:47:28","2018-12-19 09:40:26",1.41025,2,1.786365,1,1,1,1,0
17161,2.17949,2.17949,2,2,2.68178,3.06899,"2018-10-10 09:47:08","2018-12-19 09:41:31",0,0,0.38721,0,0,1,0,0
17162,5,3.71795,5,4,0,1.93255,"2018-10-24 09:49:30","2018-12-19 09:44:15",-1.28205,-1,1.93255,0,0,1,0,0
17163,3.71795,6.84619,4,4,0,2.74363,"2018-10-10 09:42:35","2018-12-19 09:36:33",3.12824,0,2.74363,1,0,1,0,0
17164,7.78629,7.30839,5,5,2.78629,2.69301,"2018-10-10 09:40:40","2018-12-19 09:37:48",-0.4779,0,-0.09328,0,0,0,0,1
17166,3.97436,5.96074,4,4,2.57376,1.71074,"2018-10-10 09:39:07","2018-12-19 09:29:56",1.98638,0,-0.86302,1,0,0,0,0
17167,8.17777,6.81723,5,5,3.43418,2.07364,"2018-10-24 09:46:23","2018-12-19 09:40:36",-1.36054,0,-1.36054,0,0,0,0,0
17168,3.46154,7.505,3,5,2.51997,2.505,"2018-10-10 09:47:55","2018-12-19 09:35:54",4.04346,2,-0.0149699999999999,1,1,0,0,1
17169,2.69231,6.12044,3,5,1.18411,1.37044,"2018-10-10 09:45:37","2018-12-19 09:38:34",3.42813,2,0.18633,1,1,1,1,0
17170,7.31498,7.39828,5,5,2.57139,2.77328,"2018-10-31 09:33:05","2018-12-19 09:37:21",0.0832999999999995,0,0.20189,1,0,1,0,1
17172,7.2774,7.6507,4,5,2.79022,2.90711,"2018-10-10 09:46:49","2018-12-19 09:36:37",0.3733,1,0.11689,1,1,1,1,1
17173,9.23077,6.85114,4,5,5,2.35114,"2018-10-10 09:48:03","2018-12-19 09:46:51",-2.37963,1,-2.64886,0,1,0,0,0
17174,3.52941,3.97436,4,4,3.39927,2.78238,"2018-10-10 09:50:04","2018-12-19 09:38:17",0.44495,0,-0.61689,1,0,0,0,0
17248,8.10606,2.82051,5,3,3.23106,5,"2018-10-08 21:35:10","2018-11-26 09:58:20",-5.28555,-2,1.76894,0,0,1,0,0
17325,7.03569,6.37903,5,4,2.2921,2.14826,"2018-10-31 09:41:59","2018-12-05 09:38:19",-0.65666,-1,-0.14384,0,0,0,0,0
17326,5,7.00946,5,4,0,2.52228,"2018-10-10 09:47:43","2018-12-05 09:36:05",2.00946,-1,2.52228,1,0,1,0,0
17328,2.4359,3.46154,2,3,2.9349,5,"2018-10-24 09:29:13","2018-12-05 09:38:02",1.02564,1,2.0651,1,1,1,1,0
17329,2.83784,6.02288,3,5,2.97441,1.40749,"2018-10-10 09:46:27","2018-12-05 09:37:23",3.18504,2,-1.56692,1,1,0,0,0
17330,6.90891,6.31894,4,4,2.42173,2.06894,"2018-10-10 09:45:12","2018-12-05 09:43:19",-0.58997,0,-0.35279,0,0,0,0,0
17334,3.83333,6.90063,4,5,2.24988,2.15704,"2018-10-24 09:36:47","2018-12-05 09:35:23",3.0673,1,-0.0928400000000003,1,1,0,0,0
17335,2.69231,2.17949,3,2,4.80955,2.88514,"2018-10-24 09:35:45","2018-12-05 09:38:09",-0.51282,-1,-1.92441,0,0,0,0,0
17336,6.86283,7.66006,4,4,2.50386,3.30109,"2018-10-24 09:30:08","2018-12-05 09:36:49",0.79723,0,0.79723,1,0,1,0,1
17337,5,2.05128,5,2,0,2.25601,"2018-10-10 09:47:44","2018-12-05 09:41:37",-2.94872,-3,2.25601,0,0,1,0,0
17338,7.13072,7.22441,4,4,2.64354,2.73723,"2018-10-24 09:33:47","2018-12-05 09:35:12",0.0936899999999996,0,0.0936900000000001,1,0,1,0,1
17339,0,7.31607,4,4,0,3.2135,"2018-10-24 09:36:19","2018-12-05 09:41:23",7.31607,0,3.2135,1,0,1,0,1
17340,5,2.75,5,3,0,2.26523,"2018-10-24 09:34:36","2018-12-05 09:36:17",-2.25,-2,2.26523,0,0,1,0,0
17343,6.97864,8.0779,4,5,2.67309,3.46252,"2018-10-10 10:23:08","2018-12-05 10:09:34",1.09926,1,0.78943,1,1,1,1,1
17344,7.73979,7.57613,5,5,2.73979,2.57613,"2018-10-10 10:22:34","2018-12-05 10:06:41",-0.16366,0,-0.16366,0,0,0,0,1
17345,7.79872,8.27968,5,5,3.06899,3.27968,"2018-10-10 10:23:03","2018-12-05 10:05:47",0.48096,0,0.21069,1,0,1,0,1
17346,7.50988,7.42911,5,5,2.90988,2.68552,"2018-10-10 10:23:57","2018-12-05 10:05:24",-0.0807700000000002,0,-0.22436,0,0,0,0,1
17347,8.22324,6.51353,5,4,3.47324,2.28276,"2018-10-10 10:22:19","2018-12-05 10:07:20",-1.70971,-1,-1.19048,0,0,0,0,0
17453,6.1483,7.28526,4,4,1.78933,2.79808,"2018-10-23 10:13:27","2018-12-04 10:11:12",1.13696,0,1.00875,1,0,1,0,1
17547,7.73554,7.21015,5,5,3.12016,2.33835,"2018-10-23 09:18:54","2018-12-11 09:08:02",-0.525390000000001,0,-0.78181,0,0,0,0,1
17548,7.69956,3.84615,5,4,2.95597,2.34048,"2018-10-23 09:19:59","2018-12-11 09:08:21",-3.85341,-1,-0.61549,0,0,0,0,0
17549,6.75983,6.96527,4,5,2.40086,2.09348,"2018-10-23 09:16:39","2018-12-11 09:06:35",0.20544,1,-0.30738,1,1,0,0,0
17550,2.17949,3.07692,2,3,3.66023,2.46973,"2018-10-23 09:20:02","2018-12-11 09:07:38",0.89743,1,-1.1905,1,1,0,0,0
17551,7.69629,7.83916,5,5,2.8245,2.83916,"2018-10-23 09:18:35","2018-12-11 09:07:27",0.142869999999999,0,0.0146600000000001,1,0,1,0,1
17552,7.87487,8.29448,5,5,3.00307,3.29448,"2018-10-23 09:20:30","2018-12-11 09:08:12",0.41961,0,0.29141,1,0,1,0,1
17553,7.57741,7.2059,5,5,2.83382,2.33411,"2018-10-23 09:19:27","2018-12-11 09:07:14",-0.371510000000001,0,-0.49971,0,0,0,0,1
17554,8.78778,8.7366,4,5,4.3006,3.99301,"2018-10-23 09:18:55","2018-12-11 09:06:59",-0.0511800000000004,1,-0.30759,0,1,0,0,1
17555,2.5641,2.30769,3,2,2.50845,2.20047,"2018-10-30 09:21:49","2018-12-11 09:10:59",-0.25641,-1,-0.30798,0,0,0,0,0
17556,6.85039,7.83173,5,4,2.1068,3.34455,"2018-10-23 09:19:10","2018-12-11 09:07:32",0.98134,-1,1.23775,1,0,1,0,1
17557,2.69231,2.82051,3,3,2.36615,4.3537,"2018-10-23 09:17:16","2018-12-11 09:05:11",0.1282,0,1.98755,1,0,1,0,0
17558,7.34687,7.67929,5,5,2.34687,2.67929,"2018-10-23 09:17:46","2018-12-11 09:09:46",0.33242,0,0.33242,1,0,1,0,1
17559,7.32578,6.65342,5,5,2.45399,1.65342,"2018-10-23 09:18:11","2018-12-11 09:09:04",-0.67236,0,-0.80057,0,0,0,0,0
17560,7.6754,5.09824,4,4,3.18822,0.867466,"2018-10-23 09:18:26","2018-12-11 09:09:47",-2.57716,0,-2.320754,0,0,0,0,0
17561,3.97436,6.63252,4,4,2.92653,2.14534,"2018-10-23 09:21:19","2018-12-11 09:07:18",2.65816,0,-0.78119,1,0,0,0,0
17562,7.30637,6.98431,4,5,2.81919,2.24072,"2018-10-23 09:21:07","2018-12-11 09:07:16",-0.32206,1,-0.57847,0,1,0,0,0
17563,7.58945,7.39777,5,5,2.84586,2.78238,"2018-10-30 09:14:27","2018-12-11 09:07:28",-0.19168,0,-0.0634800000000002,0,0,0,0,1
17564,2.17949,7.48593,2,4,3.77861,2.99875,"2018-10-23 09:20:18","2018-12-11 09:08:54",5.30644,2,-0.77986,1,1,0,0,1
17565,6.77781,7.9844,5,5,1.77781,2.9844,"2018-10-23 09:23:56","2018-12-11 09:09:04",1.20659,0,1.20659,1,0,1,0,1
17566,7.33103,8.00531,5,5,2.71564,3.26172,"2018-10-23 09:17:16","2018-12-11 09:07:29",0.67428,0,0.54608,1,0,1,0,1
17567,6.64291,6.83415,5,5,1.89932,1.95915,"2018-10-23 09:25:11","2018-12-11 09:08:59",0.191240000000001,0,0.05983,1,0,1,0,0
17568,2.30769,3.46154,2,3,2.12118,2.05584,"2018-10-23 09:21:39","2018-12-11 09:08:03",1.15385,1,-0.06534,1,1,0,0,0
17569,6.75694,7.44674,5,5,2.01335,2.57494,"2018-10-23 09:24:08","2018-12-11 09:07:30",0.6898,0,0.56159,1,0,1,0,1
17570,3.97436,9.48718,4,4,3.33613,5,"2018-10-23 09:21:40","2018-12-11 09:09:05",5.51282,0,1.66387,1,0,1,0,1
17571,7.65974,7.71089,4,5,3.17256,2.9673,"2018-10-23 09:22:00","2018-12-11 09:08:45",0.0511499999999998,1,-0.20526,1,1,0,0,1
17572,7.68168,8.12936,4,4,3.32271,3.77038,"2018-10-30 09:30:57","2018-12-11 09:16:46",0.44768,0,0.44767,1,0,1,0,1
17573,0,2.30769,4,2,0,2.55021,"2018-10-23 10:31:21","2018-12-11 10:41:22",2.30769,-2,2.55021,1,0,1,0,0
17574,8.03212,7.7083,5,5,3.03212,3.09292,"2018-10-23 10:30:59","2018-12-11 10:41:57",-0.32382,0,0.0608,0,0,1,0,1
17575,6.94641,6.34938,4,4,2.71564,2.24682,"2018-10-23 10:31:29","2018-12-11 10:39:57",-0.59703,0,-0.46882,0,0,0,0,0
17576,7.99397,7.20915,5,4,3.37859,2.72197,"2018-10-23 10:36:42","2018-12-11 10:41:37",-0.78482,-1,-0.65662,0,0,0,0,1
17578,7.89198,7.78744,5,5,2.89198,3.04385,"2018-10-23 10:29:10","2018-12-18 10:02:14",-0.10454,0,0.15187,0,0,1,0,1
17579,2.30769,4.54545,2,5,2.10776,0,"2018-11-20 10:33:24","2018-12-11 10:43:36",2.23776,3,-2.10776,1,1,0,0,0
17580,7.73979,6.91555,5,4,2.73979,2.42837,"2018-10-23 10:32:57","2018-12-11 10:41:48",-0.824240000000001,-1,-0.31142,0,0,0,0,0
