"","userID","pre_nihScore","post_nihScore","pre_nihAccuracy","post_nihAccuracy","pre_nihRTScore","post_nihRTScore","DiffScore","DiffAccuracy","DiffRT"
"314",17581,6.9796,8.27445,4,4,2.49242,4.04368,1.29485,0,1.55126
"315",17582,2.05128,3.46154,2,3,2.09538,2.23869,1.41026,1,0.14331
"316",17583,2.4359,2.05128,2,2,2.64966,3.16322,-0.38462,0,0.51356
"317",17584,2.5641,3.46154,3,3,3.61004,2.55372,0.89744,0,-1.05632
"318",17585,8.26759,7.92867,5,5,3.524,3.18508,-0.33892,0,-0.33892
"319",17587,6.55025,7.57982,5,5,2.05025,2.82982,1.02957,0,0.77957
"320",17588,8.97198,7.92449,5,5,4.22839,3.05269,-1.04749,0,-1.1757
"321",17589,7.05527,3.46154,4,3,2.8245,3.10498,-3.59373,-1,0.28048
"322",17590,6.69029,6.85156,5,5,1.9467,1.97977,0.16127,0,0.0330699999999999
"323",17591,6.61561,7.04265,4,5,2.51305,2.42726,0.42704,1,-0.0857899999999998
"324",17592,7.80619,7.40536,4,4,3.70362,2.91818,-0.40083,0,-0.78544
"325",17594,0,3.20513,4,3,0,2.29002,3.20513,-1,2.29002
"326",17595,7.7038,8.27494,5,5,3.08841,3.53135,0.571140000000001,0,0.44294
"327",17596,8.75719,6.86161,5,4,4.0136,2.75905,-1.89558,-1,-1.25455
"328",17597,6.61056,7.78157,5,5,1.73877,3.03798,1.17101,0,1.29921
"329",17599,5.68513,3.58974,4,4,1.45436,0.958945,-2.09539,0,-0.495415
"330",17600,7.08225,7.23332,5,5,2.21046,2.48332,0.15107,0,0.27286
"331",17601,7.8039,6.71796,5,5,2.9321,1.97437,-1.08594,0,-0.95773
"332",17603,7.47776,7.5142,5,5,2.60597,2.5142,0.0364399999999998,0,-0.0917699999999999
"333",17604,7.28001,3.33333,4,3,2.79283,2.3109,-3.94668,-1,-0.48193
"334",17605,6.6604,7.05835,5,5,1.6604,2.18655,0.39795,0,0.52615
"335",17606,3.375,8.29369,3,5,2.6411,3.4219,4.91869,2,0.7808
"336",17607,6.23287,7.37959,5,5,1.48928,2.76421,1.14672,0,1.27493
"337",17608,7.21021,7.6373,4,5,2.85124,3.02191,0.42709,1,0.17067
"338",17610,9.04945,7.53904,5,5,4.30586,2.79545,-1.51041,0,-1.51041
"339",17611,7.0529,6.32405,4,4,2.95033,1.83687,-0.72885,0,-1.11346
"340",17611,7.24188,6.32405,5,4,2.62649,1.83687,-0.91783,-1,-0.78962
"341",17612,0,6.85969,4,4,0,2.62892,6.85969,0,2.62892
"342",17613,7.42928,7.06629,5,5,2.81389,2.19449,-0.36299,0,-0.6194
"343",17615,2.05128,2.4359,2,2,3.11104,2.76939,0.38462,0,-0.34165
"344",17616,7.5424,7.65027,5,5,2.67061,2.77847,0.10787,0,0.10786
"345",17617,7.8305,8.16477,5,5,3.08691,3.16477,0.334270000000001,0,0.0778599999999998
"346",17618,7.44033,6.70798,4,4,2.95315,2.349,-0.73235,0,-0.60415
"347",17619,6.95909,7.6219,4,5,2.72832,2.87831,0.66281,1,0.14999
"348",17620,3.71795,7.19022,4,4,1.82929,2.70304,3.47227,0,0.87375
"349",17621,1.79487,2.375,2,2,3.3803,3.03945,0.58013,0,-0.34085
"350",17622,7.47305,6.24079,4,5,3.11408,1.4972,-1.23226,1,-1.61688
"351",17623,2.69231,2.30769,3,2,3.08392,2.94471,-0.38462,-1,-0.13921
"352",17625,6.63952,7.33877,5,5,2.13952,2.59518,0.69925,0,0.45566
"353",17627,7.46429,7.719,5,5,2.7207,2.84721,0.25471,0,0.12651
"354",17628,7.05825,7.57483,4,5,2.69927,2.70304,0.51658,1,0.00377000000000027
"355",17629,8.63218,8.15311,5,5,3.88859,3.28132,-0.47907,0,-0.60727
"356",17630,6.99032,8.05687,4,5,2.63135,3.18508,1.06655,1,0.55373
"357",17632,7.6594,6.52468,5,5,2.7876,1.78109,-1.13472,0,-1.00651
"358",17634,6.44812,5.78084,4,5,1.96094,1.16546,-0.66728,1,-0.79548
"359",17635,7.42068,7.03465,4,5,2.9335,2.29106,-0.38603,1,-0.64244
"360",17636,7.27149,6.83517,5,5,2.39649,2.09158,-0.43632,0,-0.30491
"361",17637,7.28912,6.92816,5,5,2.54553,2.18457,-0.36096,0,-0.36096
"362",17638,6.57144,7.35245,4,4,2.21246,3.12168,0.78101,0,0.90922
"363",17640,8.19012,8.13767,5,4,3.44653,3.65049,-0.0524500000000003,-1,0.20396
"364",17641,6.8715,6.18385,5,5,2.12791,1.44026,-0.687650000000001,0,-0.68765
"365",17642,8.16297,3.46154,5,3,3.29118,4.32434,-4.70143,-2,1.03316
"366",17645,2.05128,3.33333,2,3,1.922,2.15021,1.28205,1,0.22821
"367",17651,8.03812,7.14445,5,5,3.16633,2.40086,-0.893669999999999,0,-0.76547
"368",17653,6.9786,6.3684,5,5,2.1068,1.3684,-0.6102,0,-0.7384
"369",17654,2.30769,7.4136,2,4,3.71561,3.31104,5.10591,2,-0.40457
"370",17655,7.51535,7.60717,5,5,2.51535,2.60717,0.0918200000000002,0,0.0918199999999998
"371",17657,6.5121,7.76652,5,5,1.89672,2.89472,1.25442,0,0.998
"372",17659,2.05128,6.88104,2,4,3.76628,2.77847,4.82976,2,-0.98781
"373",17661,7.5532,6.67438,4,5,3.06602,1.93079,-0.87882,1,-1.13523
"374",17662,7.65662,7.32233,4,4,3.16944,2.83515,-0.33429,0,-0.33429
"375",17663,8.24206,7.86985,5,5,3.49847,3.12626,-0.372210000000001,0,-0.37221
"376",17665,2.17949,7.52112,2,5,3.82025,2.90573,5.34163,3,-0.91452
"377",17666,2.05128,2.05128,2,2,2.6156,3.39927,0,0,0.78367
"378",17667,6.0208,7.01515,5,5,1.40542,2.39977,0.99435,0,0.99435
"379",17668,7.39844,5.28757,4,4,2.91126,1.0568,-2.11087,0,-1.85446
"380",17669,6.9222,7.70178,4,5,2.43502,2.70178,0.77958,1,0.26676
"381",17670,2.17949,6.7831,2,4,3.34793,2.68054,4.60361,2,-0.66739
"382",17671,7.65485,7.79283,5,5,2.91126,2.79283,0.137980000000001,0,-0.11843
"383",17672,2.5641,3.46154,3,3,1.9115,2.20446,0.89744,0,0.29296
"384",17677,3.84615,6.18827,4,4,1.31802,1.82929,2.34212,0,0.51127
"385",17678,6.62907,7.36402,5,5,1.88548,2.62043,0.73495,0,0.73495
"386",17679,6.50086,7.21671,5,5,1.88548,2.47312,0.71585,0,0.58764
"387",17680,8.42393,6.94758,4,4,4.19316,2.57258,-1.47635,0,-1.62058
"388",17681,2.30769,2.4359,2,2,3.3615,2.79022,0.12821,0,-0.57128
"389",17682,7.50522,7.87443,5,5,2.76163,3.13084,0.369210000000001,0,0.36921
"390",17683,8.3095,7.88787,5,5,3.4377,2.88787,-0.42163,0,-0.54983
"391",17684,6.96928,7.77477,4,5,2.73851,2.90298,0.80549,1,0.16447
"392",17685,6.79798,7.01705,5,5,2.18259,2.27346,0.21907,0,0.0908700000000002
"393",17686,3.07692,3.58974,3,4,4.02512,2.46747,0.51282,1,-1.55765
"394",17687,6.54284,7.0774,5,5,1.79925,2.0774,0.53456,0,0.27815
"395",17688,7.72832,7.37251,5,5,2.72832,2.62892,-0.35581,0,-0.0994000000000002
"396",17689,8.07197,7.88848,5,4,3.07197,3.52951,-0.18349,-1,0.45754
"397",17690,7.27119,6.37416,5,4,2.6558,2.01518,-0.89703,-1,-0.64062
"398",17691,7.90988,8.01492,5,5,2.90988,3.14312,0.10504,0,0.23324
"399",17695,3.97436,8.03642,4,5,2.52807,3.29283,4.06206,1,0.76476
"400",17696,3.84615,6.48167,4,4,2.64721,2.2509,2.63552,0,-0.39631
"401",17697,5,6.4499,5,4,0,1.96272,1.4499,-1,1.96272
"402",17697,6.35483,6.4499,4,4,2.12406,1.96272,0.0950700000000007,0,-0.16134
"403",17698,5.51907,6.97732,4,4,1.41651,2.49014,1.45825,0,1.07363
"404",17699,3.46154,7.67513,3,5,1.54238,2.80334,4.21359,2,1.26096
"405",17700,7.20817,7.22015,5,5,2.59279,2.60476,0.0119800000000003,0,0.0119700000000003
"406",17701,3.71795,7.93968,4,5,3.50937,3.19609,4.22173,1,-0.31328
"407",18617,7.12843,7.76104,5,5,2.51305,2.88924,0.632610000000001,0,0.37619
"408",18618,7.12584,7.88688,4,5,2.63866,3.2715,0.761039999999999,1,0.63284
"409",18661,7.45054,7.34752,5,5,2.83515,2.73213,-0.10302,0,-0.10302
"410",16995,5.85425,5.63688,4,4,1.47925,1.40611,-0.217370000000001,0,-0.07314
"411",16992,7.74156,7.46937,5,5,2.99156,2.72578,-0.27219,0,-0.26578
"412",16931,6.62172,7.16422,5,5,1.87172,2.42063,0.5425,0,0.54891
"413",16993,6.70846,7.47765,5,5,2.20846,2.47765,0.76919,0,0.26919
"414",16987,7.43213,7.28795,4,5,3.05713,2.54436,-0.14418,1,-0.51277
"415",16923,6.99111,7.60022,4,5,2.86068,2.85663,0.60911,1,-0.00404999999999989
"416",16932,8.62173,7.67226,4,4,4.19316,3.18508,-0.94947,0,-1.00808
"417",16934,3.27586,7.97981,3,5,2.86609,3.10801,4.70395,2,0.24192
"418",16933,2.59259,7.24107,3,4,3.80559,2.75389,4.64848,1,-1.0517
"419",16983,7.71942,8.37174,5,5,2.97583,3.37174,0.65232,0,0.39591
"420",16921,7.2896,3.97436,5,4,2.71817,2.55372,-3.31524,-1,-0.16445
"421",16929,5,7.26471,5,5,0,2.52112,2.26471,0,2.52112
"422",16928,5,6.07645,5,4,0,1.58927,1.07645,-1,1.58927
"423",16920,5,4.74145,5,4,0,0.25427,-0.25855,-1,0.25427
"424",16982,7.82956,7.48829,5,4,2.95456,3.12931,-0.34127,-1,0.17475
"425",16926,5,7.21897,5,5,0,2.47538,2.21897,0,2.47538
"426",16927,6.66935,3.97436,4,4,2.5904,2.26832,-2.69499,0,-0.32208
"427",16927,6.44926,3.97436,5,4,1.82426,2.26832,-2.4749,-1,0.44406
"428",16925,5,7.14445,5,5,0,2.40086,2.14445,0,2.40086
"429",16988,7.36408,7.59407,4,5,3.11408,2.97868,0.22999,1,-0.1354
"430",16924,5,7.60562,5,5,0,2.86203,2.60562,0,2.86203
"431",16985,8.28132,7.81521,5,5,3.28132,2.81521,-0.466109999999999,0,-0.46611
"432",16986,6.44591,7.31768,5,4,1.82091,3.08691,0.871770000000001,-1,1.266
"433",16990,7.13866,6.92,5,5,2.63866,2.30462,-0.21866,0,-0.33404
"434",16991,6.50615,6.16303,4,5,2.50615,1.41303,-0.34312,1,-1.09312
"435",17023,8.31184,8.8831,4,5,3.93684,4.0113,0.571260000000001,1,0.0744600000000002
"436",17027,7.22758,6.99333,4,4,2.85258,2.50615,-0.234249999999999,0,-0.34643
"437",17025,6.57148,7.63148,4,5,2.19648,3.0161,1.06,1,0.81962
"438",17019,6.42836,7.0629,5,5,1.67836,2.31931,0.63454,0,0.64095
"439",17022,7.86203,8.07895,5,5,2.86203,3.20715,0.216920000000001,0,0.34512
"440",17024,8.35339,3.97436,4,4,4.22839,1.49865,-4.37903,0,-2.72974
"441",17008,7.61203,7.74522,5,5,2.86203,3.00163,0.13319,0,0.1396
"442",17009,7.94846,6.73155,5,5,3.07346,1.85976,-1.21691,0,-1.2137
"443",17006,7.66167,8.03359,5,5,3.16167,3.03359,0.37192,0,-0.12808
"444",17007,7.88385,7.58552,5,5,3.00885,2.97014,-0.29833,0,-0.03871
"445",17017,8.02216,7.68503,5,4,3.52216,3.32606,-0.337129999999999,-1,-0.1961
"446",17033,8.29983,3.33333,5,3,3.54983,4.46961,-4.9665,-2,0.91978
"447",17016,8.11409,7.37694,5,5,3.23909,2.37694,-0.737149999999999,0,-0.86215
"448",17030,8.05068,8.08212,5,5,3.17568,3.21033,0.0314399999999999,0,0.0346500000000001
"449",17014,7.86408,6.13009,5,4,3.11408,1.89932,-1.73399,-1,-1.21476
"450",17029,7.37632,8.50782,5,5,2.75132,3.76423,1.1315,0,1.01291
"451",17031,6.97765,4.23077,5,4,2.47765,0,-2.74688,-1,-2.47765
"452",17028,7.89198,7.88644,5,5,2.89198,3.01465,-0.00553999999999988,0,0.12267
"453",17032,6.37184,7.19022,5,4,1.74684,2.70304,0.81838,-1,0.9562
"454",17020,7.15673,0,5,4,2.28173,0,-7.15673,-1,-2.28173
"455",17021,6.68854,7.31349,5,5,2.18854,2.4417,0.62495,0,0.25316
"456",17015,7.19747,0,5,4,2.32247,0,-7.19747,-1,-2.32247
"457",17012,6.74928,3.84615,4,4,2.49928,3.37003,-2.90313,0,0.87075
"458",17013,8.12016,7.49586,5,5,3.12016,2.62407,-0.6243,0,-0.49609
"459",17011,3.75,6.73922,4,4,4.23856,2.50845,2.98922,0,-1.73011
"460",17011,7.20293,6.73922,4,4,3.07793,2.50845,-0.46371,0,-0.56948
"461",17018,6.12377,3.71795,4,4,1.99877,2.43502,-2.40582,0,0.43625
"462",17039,6.77911,2.5641,5,3,2.15411,2.30253,-4.21501,-2,0.14842
"463",17043,7.40217,7.08326,5,5,2.77717,2.21146,-0.31891,0,-0.56571
"464",17035,7.4669,7.45857,5,5,2.7169,2.84318,-0.00832999999999995,0,0.12628
"465",17035,7.53,7.45857,5,5,2.99875,2.84318,-0.0714300000000003,0,-0.15557
"466",17041,7.35945,7.46184,5,5,2.48445,2.46184,0.10239,0,-0.0226099999999998
"467",17038,8.01661,8.69766,5,5,3.26661,3.69766,0.681050000000001,0,0.43105
"468",17037,7.09159,6.83541,5,5,2.59159,1.96362,-0.25618,0,-0.62797
"469",17042,8.90473,8.06316,5,5,4.27973,3.19136,-0.841570000000001,0,-1.08837
"470",17040,6.64932,7.83207,5,5,1.89932,3.21668,1.18275,0,1.31736
"471",17048,3.5,3.97436,4,4,3.82025,4.40262,0.47436,0,0.58237
"472",17036,7.54444,7.16231,4,4,3.16944,2.80334,-0.38213,0,-0.3661
"473",17049,7.32051,7.4937,5,5,2.69551,2.87831,0.17319,0,0.1828
"474",17049,7.06336,7.4937,5,5,2.43836,2.87831,0.430339999999999,0,0.43995
"475",17044,7.82716,7.39213,5,5,2.82716,2.39213,-0.43503,0,-0.43503
"476",17045,7.28073,6.20716,4,5,2.90573,1.46357,-1.07357,1,-1.44216
"477",17046,7.31113,7.32915,5,5,2.43613,2.45735,0.0180199999999999,0,0.02122
