"accessCode","userID","fastestRT_user","highestLevel_user","highestLevelTrialCount_user","trialCount_user","nLevels_user","timePlayed_difficulty","HITS_user","Hit_AvgRT_user","Hit_SDRT_user","MISSED_user","Miss_AvgRT_user","Miss_SDRT_user","WRONG_user","Wrong_AvgRT_user","Wrong_SDRT_user","first_count","first_count_correct","RuleChange_Accuracy_Pct","HITS_diff_Easy","HITS_diff_Medium","HITS_diff_Difficult","Hit_AvgRT_diff_Easy","Hit_AvgRT_diff_Medium","Hit_AvgRT_diff_Difficult","Hit_SDRT_diff_Easy","Hit_SDRT_diff_Medium","Hit_SDRT_diff_Difficult","DifficultyTrialCount_Easy","DifficultyTrialCount_Medium","DifficultyTrialCount_Difficult","Difficulty_Hits_Easy","Difficulty_Hits_Medium","Difficulty_Hits_Difficult","Accuracy_Pct_diff_Easy","Accuracy_Pct_diff_Medium","Accuracy_Pct_diff_Difficult","count_afterWrong_HIT","count_afterWrong_MISSED","count_afterWrong_WRONG","count_afterWrong_NA","avgRT_afterWrong_HIT","avgRT_afterWrong_MISSED","avgRT_afterWrong_WRONG","n_afterWrong","accuracy_afterWrong","highestLevelPct_user","percentCorrect_user","HitRate_user","FARate_user","DPrime_user","fastestRT_diff_Easy","fastestRT_diff_Medium","fastestRT_diff_Difficult","highestLevel_diff_Easy","highestLevel_diff_Medium","highestLevel_diff_Difficult","highestLevelTrialCount_diff_Easy","highestLevelTrialCount_diff_Medium","highestLevelTrialCount_diff_Difficult","trialCount_diff_Easy","trialCount_diff_Medium","trialCount_diff_Difficult","nLevels_diff_Easy","nLevels_diff_Medium","nLevels_diff_Difficult","timePlayed_difficulty_Easy","timePlayed_difficulty_Medium","timePlayed_difficulty_Difficult","HITS_diff_Easy1","HITS_diff_Medium1","HITS_diff_Difficult1","Hit_AvgRT_diff_Easy1","Hit_AvgRT_diff_Medium1","Hit_AvgRT_diff_Difficult1","Hit_SDRT_diff_Easy1","Hit_SDRT_diff_Medium1","Hit_SDRT_diff_Difficult1","MISSED_diff_Easy","MISSED_diff_Medium","MISSED_diff_Difficult","Miss_AvgRT_diff_Easy","Miss_AvgRT_diff_Medium","Miss_AvgRT_diff_Difficult","Miss_SDRT_diff_Easy","Miss_SDRT_diff_Medium","Miss_SDRT_diff_Difficult","WRONG_diff_Easy","WRONG_diff_Medium","WRONG_diff_Difficult","Wrong_AvgRT_diff_Easy","Wrong_AvgRT_diff_Medium","Wrong_AvgRT_diff_Difficult","Wrong_SDRT_diff_Easy","Wrong_SDRT_diff_Medium","Wrong_SDRT_diff_Difficult","highestLevelPct_diff_Easy","highestLevelPct_diff_Medium","highestLevelPct_diff_Difficult","percentCorrect_diff_Easy","percentCorrect_diff_Medium","percentCorrect_diff_Difficult","HitRate_diff_Easy","HitRate_diff_Medium","HitRate_diff_Difficult","FARate_diff_Easy","FARate_diff_Medium","FARate_diff_Difficult","DPrime_diff_Easy","DPrime_diff_Medium","DPrime_diff_Difficult","fastestRT_sess_1","fastestRT_sess_2","fastestRT_sess_3","fastestRT_sess_4","fastestRT_sess_5","fastestRT_sess_6","highestLevel_sess_1","highestLevel_sess_2","highestLevel_sess_3","highestLevel_sess_4","highestLevel_sess_5","highestLevel_sess_6","highestTrialCount_sess_1","highestTrialCount_sess_2","highestTrialCount_sess_3","highestTrialCount_sess_4","highestTrialCount_sess_5","highestTrialCount_sess_6","trialCount_sess_1","trialCount_sess_2","trialCount_sess_3","trialCount_sess_4","trialCount_sess_5","trialCount_sess_6","nLevels_sess_1","nLevels_sess_2","nLevels_sess_3","nLevels_sess_4","nLevels_sess_5","nLevels_sess_6","timePlayed_sess_1","timePlayed_sess_2","timePlayed_sess_3","timePlayed_sess_4","timePlayed_sess_5","timePlayed_sess_6","HITS_sess_1","HITS_sess_2","HITS_sess_3","HITS_sess_4","HITS_sess_5","HITS_sess_6","Hit_AvgRT_sess_1","Hit_AvgRT_sess_2","Hit_AvgRT_sess_3","Hit_AvgRT_sess_4","Hit_AvgRT_sess_5","Hit_AvgRT_sess_6","Hit_SDRT_sess_1","Hit_SDRT_sess_2","Hit_SDRT_sess_3","Hit_SDRT_sess_4","Hit_SDRT_sess_5","Hit_SDRT_sess_6","MISSED_sess_1","MISSED_sess_2","MISSED_sess_3","MISSED_sess_4","MISSED_sess_5","MISSED_sess_6","Miss_AvgRT_sess_1","Miss_AvgRT_sess_2","Miss_AvgRT_sess_3","Miss_AvgRT_sess_4","Miss_AvgRT_sess_5","Miss_AvgRT_sess_6","Miss_SDRT_sess_1","Miss_SDRT_sess_2","Miss_SDRT_sess_3","Miss_SDRT_sess_4","Miss_SDRT_sess_5","Miss_SDRT_sess_6","WRONG_sess_1","WRONG_sess_2","WRONG_sess_3","WRONG_sess_4","WRONG_sess_5","WRONG_sess_6","Wrong_AvgRT_sess_1","Wrong_AvgRT_sess_2","Wrong_AvgRT_sess_3","Wrong_AvgRT_sess_4","Wrong_AvgRT_sess_5","Wrong_AvgRT_sess_6","Wrong_SDRT_sess_1","Wrong_SDRT_sess_2","Wrong_SDRT_sess_3","Wrong_SDRT_sess_4","Wrong_SDRT_sess_5","Wrong_SDRT_sess_6","highestLevelPct_sess_1","highestLevelPct_sess_2","highestLevelPct_sess_3","highestLevelPct_sess_4","highestLevelPct_sess_5","highestLevelPct_sess_6","percentCorrect_sess_1","percentCorrect_sess_2","percentCorrect_sess_3","percentCorrect_sess_4","percentCorrect_sess_5","percentCorrect_sess_6","HitRate_sess_1","HitRate_sess_2","HitRate_sess_3","HitRate_sess_4","HitRate_sess_5","HitRate_sess_6","FARate_sess_1","FARate_sess_2","FARate_sess_3","FARate_sess_4","FARate_sess_5","FARate_sess_6","DPrime_sess_1","DPrime_sess_2","DPrime_sess_3","DPrime_sess_4","DPrime_sess_5","DPrime_sess_6"
"ATHF18","16812",0,"SpaceCakesLevel 3-0-7",40,3435,44,"7517",2574,1.02109480565268,0.596471706572705,13,1.16898463076923,0.96086517177456,848,0.919361171356132,0.780143834318082,16,11,0.69,1306,1268,NA,0.989682029862175,1.0534489737776,NA,0.510744615703009,0.672130778917484,NA,1589,1846,NA,1306,1268,NA,0.821900566393958,0.686890574214518,NA,521,NA,326,1,0.976395064357006,NA,0.814274401319018,847,0.615112160566706,1,75,0.75,0.25,1.34897950039216,0,0,NA,"SpaceCakesLevel 0-4-3","SpaceCakesLevel 3-0-7",NA,30,40,NA,1589,1846,NA,17,27,NA,"3701","3816",NA,1306,1268,NA,0.989682029862175,1.0534489737776,NA,0.510744615703009,0.672130778917484,NA,4,9,NA,0.52976005,1.45308444444444,NA,0.36005852134017,1.02037796476185,NA,279,569,NA,1.04893923437276,0.855824651880492,NA,0.755824646616035,0.784657038091704,NA,2,2,NA,82,69,NA,0.82,0.69,NA,0.18,0.31,NA,1.83073017568563,0.991700694694906,NA,0.08238,0.048985,0,0,0.01566,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 2-2-1","SpaceCakesLevel 0-2-5","SpaceCakesLevel 3-0-7","SpaceCakesLevel 2-4-4",NA,38,60,60,40,68,NA,668,799,780,740,448,NA,14,20,8,15,6,NA,"1466","1711","1820","1439","1081",NA,550,616,653,496,259,NA,1.15463977254545,1.08821404530844,0.815395516539051,1.01731170485887,1.1037313707722,NA,0.528854547165189,0.523731595033036,0.412061651227922,0.635347414639805,0.965826863095208,NA,0,0,4,0,9,NA,NA,NA,0.52976005,NA,1.45308444444444,NA,NA,NA,0.36005852134017,NA,1.02037796476185,NA,118,183,123,244,180,NA,1.11558562881356,0.997316704918033,0.941962161707317,0.65207178454918,1.05835194883333,NA,0.641882292946005,0.661114878656658,0.718766350696359,0.576353243315917,1.10199257320926,NA,6,8,8,5,15,NA,82,77,84,67,58,NA,0.82,0.77,0.84,0.67,0.58,NA,0.18,0.23,0.16,0.33,0.4,NA,1.83073017568563,1.47769369837043,1.98891576641951,0.879826331346468,0.455240582277651,NA
"ATHF18","16815",0.01684,"SpaceCakesLevel 2-0-4",40,1488,23,"3269",1166,1.08927905265866,0.704921208574924,33,1.01075983030303,0.593777710430009,289,1.1273736,0.890993500954111,11,6,0.55,714,452,NA,1.07038615602241,1.11912314159292,NA,0.626325558420631,0.813616089725461,NA,859,629,NA,714,452,NA,0.831199068684517,0.718600953895072,NA,194,1,94,NA,1.29932185773196,1.382915,1.17025859361702,289,0.671280276816609,3,78,0.78,0.19,1.65008950923991,0.0332,0.01684,NA,"SpaceCakesLevel 0-4-1","SpaceCakesLevel 2-0-4",NA,30,40,NA,859,629,NA,10,13,NA,"2113","1156",NA,714,452,NA,1.07038615602241,1.11912314159292,NA,0.626325558420631,0.813616089725461,NA,7,26,NA,0.0905764285714286,1.25850151538462,NA,0.239642704644405,0.369583241509479,NA,138,151,NA,1.15683378913043,1.10044971854305,NA,0.843302738590135,0.934438548340651,NA,3,6,NA,83,72,NA,0.83,0.72,NA,0.16,0.24,NA,1.94862313635595,1.2891440701113,NA,0.0332,0.01684,0.03332,NA,NA,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-0-4",NA,NA,NA,30,60,40,NA,NA,NA,500,788,200,NA,NA,NA,10,14,5,NA,NA,NA,"1255","1667","347",NA,NA,NA,405,652,109,NA,NA,NA,0.99758421308642,1.08157365567485,1.47607106055046,NA,NA,NA,0.611467449606676,0.565605593687278,1.36028232915983,NA,NA,NA,6,1,26,NA,NA,NA,0,0.634035,1.25850151538462,NA,NA,NA,0,NA,0.369583241509479,NA,NA,NA,89,135,65,NA,NA,NA,1.03137981573034,1.14700805555556,1.21803198923077,NA,NA,NA,0.709988480034811,0.745543927722927,1.3013613584008,NA,NA,NA,6,8,20,NA,NA,NA,81,83,55,NA,NA,NA,0.81,0.83,0.54,NA,NA,NA,0.18,0.17,0.33,NA,NA,NA,1.79326138289404,1.90833050629239,0.540346886184704,NA,NA,NA
"ATHF18","16818",0,"SpaceCakesLevel 3-3-0",30,2640,32,"5762",2328,1.34069862981529,0.732623917880105,0,NA,NA,312,1.57445644551282,0.826858963408209,19,17,0.89,720,1608,NA,1.08304836361111,1.45606442065299,NA,0.630480601711374,0.745859625571289,NA,780,1860,NA,720,1608,NA,0.923076923076923,0.864516129032258,NA,247,NA,65,NA,1.95904314291498,NA,1.91298016,312,0.791666666666667,1,88,0.88,0.12,2.34997358413218,0,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0",NA,90,30,NA,780,1860,NA,8,24,NA,"1815","3947",NA,720,1608,NA,1.08304836361111,1.45606442065299,NA,0.630480601711375,0.74585962557129,NA,0,0,NA,NA,NA,NA,NA,NA,NA,60,252,NA,1.3980319,1.61646228968254,NA,0.82263271663841,0.823921333404732,NA,12,2,NA,92,86,NA,0.92,0.86,NA,0.08,0.14,NA,2.81014312061926,2.16063868162991,NA,0.35,0.36739,0,0.5215,0,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 1-4-5","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-3-0",NA,40,60,60,20,10,NA,580,710,600,440,310,NA,10,14,11,9,8,NA,"1286","1451","1336","1051","638",NA,516,636,541,394,241,NA,1.05729135872093,1.41508166147799,1.16558014805915,1.67163942208122,1.60326697099585,NA,0.535636416782794,0.734738162301863,0.740785057292559,0.734083100503886,0.733148826970955,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,74,59,46,69,NA,1.182702228125,1.57282894594595,1.81330353728814,1.72033911086957,1.63808142898551,NA,0.606344914495638,0.662321715286708,0.982428041008742,1.01571192067054,0.772629524145488,NA,7,8,10,5,3,NA,89,90,90,90,78,NA,0.89,0.9,0.9,0.89,0.78,NA,0.11,0.1,0.1,0.11,0.22,NA,2.45305624007322,2.5631031310892,2.5631031310892,2.45305624007322,1.54438642837737,NA
"ATHF18","16821",0,"SpaceCakesLevel 2-0-6",40,1241,21,"3455",859,0.986571130756694,0.754230604205466,68,0.647851448529412,0.595851408796596,314,0.971873185636943,0.952406148383715,7,4,0.57,669,190,NA,1.04645774887892,0.775707196421053,NA,0.628952638428844,1.06156858220909,NA,831,410,NA,669,190,NA,0.805054151624549,0.463414634146341,NA,180,4,128,2,1.07848078888889,0.54644005,0.88430133578125,312,0.576923076923077,3,69,0.69,0.25,1.17034009754353,0,0,NA,"SpaceCakesLevel 0-4-2","SpaceCakesLevel 2-0-6",NA,30,40,NA,831,410,NA,12,9,NA,"2717","738",NA,669,190,NA,1.04645774887892,0.775707196421053,NA,0.628952638428844,1.06156858220909,NA,18,50,NA,0.613654455555556,0.660162366,NA,0.499281366725198,0.631182670693162,NA,144,170,NA,1.22925226944444,0.753857961705882,NA,0.979079146662051,0.874411655755851,NA,4,10,NA,81,46,NA,0.8,0.46,NA,0.17,0.41,NA,1.79578648671911,0.12711125612968,NA,0.1335,0,0,0.01674,0,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 1-0-1","SpaceCakesLevel 0-0-0","SpaceCakesLevel 2-0-0","SpaceCakesLevel 2-0-6",NA,30,30,31,40,40,NA,540,350,31,40,280,NA,11,9,1,1,7,NA,"1551","1252","79","71","502",NA,416,272,25,22,124,NA,1.08925904759615,0.978692910294118,0.840085996,0.391489095454545,0.794463354193548,NA,0.639387489021011,0.713811654303992,0.570434178517712,0.279964047178343,1.11742342444037,NA,12,17,1,0,38,NA,0.77305835,0.443779129411765,0,NA,0.716656660526316,NA,0.526543858145942,0.322482286372658,NA,NA,0.689266198639035,NA,112,61,5,18,118,NA,1.19731525714286,1.09207786393443,1.459487,0.442754456111111,0.755805987966102,NA,0.909262910070373,1.16577070329184,1.19125118968776,0.446485842243118,0.843414323997865,NA,6,9,100,100,14,NA,77,78,81,55,44,NA,0.77,0.78,0.8,0.55,0.44,NA,0.21,0.18,0.17,0.45,0.42,NA,1.54526809620345,1.6875583020315,1.79578648671911,0.251322693710148,0.0509242636450737,NA
"ATHF18","16824",0,"SpaceCakesLevel 3-0-5",36,1905,28,"4838",1523,1.40235493618516,0.857748343309228,53,0.882691433962264,1.14515643440893,329,1.34959125197568,1.22411010985113,16,11,0.69,540,983,NA,1.46811531222222,1.36623021282808,NA,0.949058478975384,0.801400678141215,NA,630,1275,NA,540,983,NA,0.857142857142857,0.770980392156863,NA,227,6,96,NA,1.51593984189427,0.620030833333333,1.14365421041667,329,0.689969604863222,2,80,0.8,0.17,1.79578648671911,0.349985,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-0-5",NA,90,36,NA,630,1275,NA,7,21,NA,"1541","3297",NA,540,983,NA,1.46811531222222,1.36623021282808,NA,0.949058478975384,0.801400678141215,NA,8,45,NA,0.1188775,1.01848057777778,NA,0.336236345522015,1.18612729650722,NA,82,247,NA,1.95544700853659,1.14845695222672,NA,1.32592382610999,1.12074805482018,NA,14,3,NA,86,77,NA,0.86,0.77,NA,0.13,0.19,NA,2.20671046985376,1.61674314423644,NA,0.150115,0.349985,0.70092,0,NA,NA,"SpaceCakesLevel 1-1-0","SpaceCakesLevel 2-2-0","SpaceCakesLevel 2-3-2","SpaceCakesLevel 3-0-5",NA,NA,30,60,60,36,NA,NA,600,550,320,435,NA,NA,12,14,6,9,NA,NA,"1328","1330","1341","839",NA,NA,491,488,247,297,NA,NA,1.3337435592668,1.42060888790984,1.6269430611336,1.29901147074074,NA,NA,0.848336871934825,0.785409591220123,0.813533989991336,0.982639937682159,NA,NA,7,1,26,19,NA,NA,0,0.95102,1.59541965384615,0.228985,NA,NA,0,NA,1.24408452584567,0.388212749125184,NA,NA,102,61,47,119,NA,NA,1.58372801372549,1.54619564262295,1.46049608510638,1.00431944789916,NA,NA,1.17183348633562,0.999932450255999,0.996899420419227,1.37894766498359,NA,NA,5,11,19,8,NA,NA,82,89,77,68,NA,NA,0.82,0.89,0.77,0.68,NA,NA,0.17,0.11,0.15,0.27,NA,NA,1.86953034098901,2.45305624007322,1.775280238679,1.08051179013114,NA,NA
"ATHF18","16827",0,"SpaceCakesLevel 2-0-13",40,2395,37,"5247",1631,1.66868676909871,1.1337443350236,192,1.441577221875,1.49792305451559,572,1.8138420873951,1.30019817476788,7,5,0.71,1308,323,NA,1.59593703301988,1.96328941551084,NA,1.05072752720653,1.38452199800397,NA,1805,590,NA,1308,323,NA,0.724653739612188,0.547457627118644,NA,338,25,208,1,1.851776195,1.607533792,1.79933776394231,571,0.591943957968476,2,68,0.68,0.24,1.1740013619546,0,0.016935,NA,"SpaceCakesLevel 0-4-3","SpaceCakesLevel 2-0-13",NA,30,40,NA,1805,590,NA,22,15,NA,"4194","1053",NA,1308,323,NA,1.59593703301988,1.96328941551084,NA,1.05072752720653,1.38452199800397,NA,97,95,NA,1.57252195257732,1.30787576,NA,1.51334770565015,1.47798760208128,NA,400,172,NA,1.9319534155,1.53916458017442,NA,1.29898270040751,1.26461524083251,NA,2,7,NA,72,55,NA,0.72,0.55,NA,0.22,0.29,NA,1.3550347214599,0.679046066410747,NA,0,0.13354,0.016675,0.016935,NA,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 0-4-0","SpaceCakesLevel 0-2-3","SpaceCakesLevel 2-0-13",NA,NA,30,30,60,40,NA,NA,560,690,585,560,NA,NA,17,14,7,14,NA,NA,"1363","1625","1259","1000",NA,NA,374,501,457,299,NA,NA,1.71640345585561,1.53468506447106,1.53562531531729,2.0369071622408,NA,NA,1.31149695748427,0.890119944503795,0.948036829894408,1.40602393095943,NA,NA,56,17,24,95,NA,NA,1.80566269285714,0.701802341176471,1.64528661666667,1.30787576,NA,NA,1.77122454508661,0.985274838940031,0.82676561226056,1.47798760208128,NA,NA,130,172,104,166,NA,NA,2.02235917076923,1.79797283604651,1.98905635673077,1.55721561981928,NA,NA,1.59668112970102,0.987731113317578,1.31783189544847,1.28129717326754,NA,NA,5,4,10,7,NA,NA,67,73,78,53,NA,NA,0.67,0.73,0.78,0.53,NA,NA,0.23,0.25,0.18,0.3,NA,NA,1.17876001485845,1.28730274121271,1.6875583020315,0.599670374807871,NA,NA
"ATHF18","16830",0,"SpaceCakesLevel 2-1-4",40,1545,23,"3194",1245,1.10208051134137,0.850919039976159,17,1.39289317647059,1.58902930039369,283,1.17848149780919,1.79695733161846,12,9,0.75,663,582,NA,1.0386347561086,1.17435634591065,NA,0.637367939030558,1.03808383636701,NA,735,810,NA,663,582,NA,0.902040816326531,0.718518518518519,NA,175,2,105,1,1.19217519028571,0,1.03233235619048,282,0.620567375886525,3,81,0.81,0.18,1.79326138289404,0,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 2-1-4",NA,90,40,NA,735,810,NA,7,16,NA,"1664","1530",NA,663,582,NA,1.0386347561086,1.17435634591065,NA,0.637367939030558,1.03808383636701,NA,0,17,NA,NA,1.39289317647059,NA,NA,1.58902930039369,NA,72,211,NA,0.923907579027778,1.26535032317536,NA,0.673191763380686,2.03792493908597,NA,12,5,NA,90,72,NA,0.9,0.72,NA,0.1,0.26,NA,2.5631031310892,1.22618691266413,NA,0.08341,0,0,NA,NA,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-1-4",NA,NA,NA,40,60,40,NA,NA,NA,550,675,320,NA,NA,NA,12,13,8,NA,NA,NA,"1149","1467","578",NA,NA,NA,491,577,177,NA,NA,NA,0.890552665580448,1.0579339905026,1.83277381525424,NA,NA,NA,0.511833475685549,0.693644801566595,1.4648006283572,NA,NA,NA,0,0,17,NA,NA,NA,NA,NA,1.39289317647059,NA,NA,NA,NA,NA,1.58902930039369,NA,NA,NA,59,98,126,NA,NA,NA,1.0304741440678,0.700102063061224,1.61985942222222,NA,NA,NA,0.610796023678034,0.6634766815416,2.52664191541756,NA,NA,NA,7,9,12,NA,NA,NA,89,85,55,NA,NA,NA,0.89,0.85,0.55,NA,NA,NA,0.11,0.15,0.39,NA,NA,NA,2.45305624007322,2.07286677898758,0.404980381302528,NA,NA,NA
"ATHF18","16833",0,"SpaceCakesLevel 4-0-0",40,2132,33,"5003",1640,1.86790988865854,1.02539624688196,7,1.235018,0.923309696730373,485,2.11467538350515,1.29942462329381,21,18,0.86,490,1058,92,1.66963289428571,1.90576550680529,2.48861079347826,0.959162002091006,1.00681808499781,1.26553101327615,743,1269,120,490,1058,92,0.659488559892328,0.833727344365642,0.766666666666667,225,NA,260,NA,2.15035480177778,NA,2.11094858346154,485,0.463917525773196,2,77,0.77,0.23,1.47769369837043,0,0.30082,0.6674401,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-0-0",60,120,40,743,1269,120,12,19,2,"1972","2700","331",490,1058,92,1.66963289428571,1.90576550680529,2.48861079347826,0.959162002091006,1.00681808499781,1.26553101327615,6,1,0,1.0710125,2.219051,NA,0.892781833057494,NA,NA,247,210,28,2.10990666518219,2.0281102847619,2.80598053214286,1.43630475922933,1.04901299039043,1.54913491012883,8,9,33,66,83,77,0.66,0.83,0.76,0.33,0.17,0.24,0.852376295114639,1.90833050629239,1.41260512568018,0.03372,0,0.30082,0.61732,NA,NA,"SpaceCakesLevel 1-4-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-0-0",NA,NA,60,60,60,40,NA,NA,585,588,639,320,NA,NA,12,16,13,6,NA,NA,"1308","1507","1400","788",NA,NA,455,415,495,275,NA,NA,1.51111943846154,1.58703756650602,2.22344303474747,2.24213811127273,NA,NA,0.736500534201284,0.953448204779408,1.07595110733542,1.10911407293984,NA,NA,4,2,1,0,NA,NA,1.3519775,0.5090825,2.219051,NA,NA,NA,0.916455317855159,0.719951375866801,NA,NA,NA,NA,126,171,143,45,NA,NA,1.77592817619048,2.18411600701754,2.20802641678322,2.50264435555556,NA,NA,1.02387454487808,1.53505867524119,1.10726181970154,1.41588944392107,NA,NA,10,10,9,12,NA,NA,78,71,77,86,NA,NA,0.78,0.71,0.77,0.86,NA,NA,0.22,0.29,0.22,0.14,NA,NA,1.54438642837737,1.10676943911135,1.5110400633739,2.16063868162991,NA,NA
"ATHF18","16836",0.016125,"SpaceCakesLevel 4-3-0",19,2940,41,"6422",2571,1.10839507612213,0.556224466034035,2,2.17519505,1.75440256409126,367,1.22316697057221,0.646485944267235,24,20,0.83,699,1578,294,0.910588168526466,1.11313622636882,1.55324369285714,0.447126780193521,0.519601374441394,0.701637939725946,755,1826,359,699,1578,294,0.925827814569536,0.864184008762322,0.818941504178273,283,NA,81,3,1.39058240848057,NA,1.35210766419753,364,0.777472527472527,1,87,0.87,0.12,2.30137792110489,0.316995,0.016125,0.500615,"SpaceCakesLevel 0-4-1","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-3-0",30,120,19,755,1826,359,8,27,6,"1868","3751","803",699,1578,294,0.910588168526466,1.11313622636882,1.55324369285714,0.447126780193521,0.519601374441394,0.701637939725946,1,0,1,0.9346451,NA,3.415745,NA,NA,NA,55,248,64,1.29171029818182,1.10435557701613,1.6246566984375,0.852034747404274,0.50386617057783,0.766161960480077,4,7,5,93,86,82,0.93,0.86,0.82,0.07,0.14,0.18,2.95158205635834,2.16063868162991,1.83073017568563,0.09911001,0.016125,0.316995,0.44873,0.500615,NA,"SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 1-3-9","SpaceCakesLevel 3-4-0","SpaceCakesLevel 4-3-0",NA,13,60,40,80,19,NA,683,703,615,600,339,NA,12,16,15,11,7,NA,"1423","1605","1215","1440","739",NA,598,619,557,518,279,NA,0.931713321923077,1.00822502326333,0.855689529443447,1.44688684903475,1.58538146630824,NA,0.402972895649023,0.432823727344542,0.354328568309532,0.656920981254902,0.618107776299848,NA,0,0,1,1,0,NA,NA,NA,0.9346451,3.415745,NA,NA,NA,NA,NA,NA,NA,NA,85,84,57,81,60,NA,1.13105324941176,1.09562627261905,1.05784728070175,1.24741025185185,1.65654366166667,NA,0.581315044696965,0.58362436987662,0.593091031378928,0.563221821338696,0.784084472923511,NA,2,9,7,13,6,NA,88,88,91,86,82,NA,0.88,0.88,0.91,0.86,0.82,NA,0.12,0.12,0.09,0.14,0.18,NA,2.34997358413218,2.34997358413218,2.68151006738043,2.16063868162991,1.83073017568563,NA
"ATHF18","16839",0.35118,"SpaceCakesLevel 2-4-0",57,1648,20,"4093",1313,1.90460330548363,1.33889923711288,23,4.35356086956522,1.53288044448234,312,1.95178933301282,1.28277480475369,11,10,0.91,827,486,NA,1.29751233422007,2.93765728333333,NA,0.752155246391973,1.4792036223892,NA,982,666,NA,827,486,NA,0.842158859470468,0.72972972972973,NA,206,4,101,1,2.40636824417476,3.59819725,1.72066824950495,311,0.662379421221865,3,80,0.8,0.19,1.71951752862414,0.38324,0.35118,NA,"SpaceCakesLevel 0-4-3","SpaceCakesLevel 2-4-0",NA,60,57,NA,982,666,NA,9,11,NA,"2741","1352",NA,827,486,NA,1.29751233422007,2.93765728333333,NA,0.752155246391973,1.4792036223892,NA,0,23,NA,NA,4.35356086956522,NA,NA,1.53288044448234,NA,155,157,NA,1.3151861083871,2.58028296242038,NA,0.765307858296115,1.37916094602844,NA,6,9,NA,84,73,NA,0.84,0.73,NA,0.16,0.24,NA,1.98891576641951,1.31911555385671,NA,0.400425,0.40039,0.35118,0.66814,0.867635,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 1-0-1","SpaceCakesLevel 1-0-2","SpaceCakesLevel 2-1-0","SpaceCakesLevel 2-4-0",NA,30,30,30,40,57,NA,402,460,270,159,357,NA,7,8,7,4,7,NA,"1212","1099","686","295","801",NA,331,375,219,107,281,NA,1.42231418519637,1.39311049706667,0.943841084018265,3.99484341121495,3.10815753024911,NA,0.84444290213023,0.77098497546467,0.387537688266234,1.72750476863891,1.02376853333644,NA,0,0,0,17,6,NA,NA,NA,NA,5.00594270588235,2.50514566666667,NA,NA,NA,NA,0.902096979500941,1.47907830008998,NA,71,85,51,35,70,NA,1.58700660140845,1.37270941411765,0.985701178431373,3.77877485714286,2.81532318428571,NA,0.901810558059065,0.681323592280742,0.543286094278831,1.46105035160723,1.03504700076972,NA,7,7,11,25,16,NA,82,82,81,67,79,NA,0.82,0.81,0.81,0.67,0.79,NA,0.18,0.19,0.19,0.22,0.2,NA,1.83073017568563,1.75579259010246,1.75579259010246,1.21210637986192,1.64804248059115,NA
