"accessCode","userID","fastestRT_user","highestLevel_user","highestLevelTrialCount_user","trialCount_user","nLevels_user","timePlayed_difficulty","HITS_user","Hit_AvgRT_user","Hit_SDRT_user","MISSED_user","Miss_AvgRT_user","Miss_SDRT_user","WRONG_user","Wrong_AvgRT_user","Wrong_SDRT_user","first_count","first_count_correct","RuleChange_Accuracy_Pct","HITS_diff_Easy","HITS_diff_Medium","HITS_diff_Difficult","Hit_AvgRT_diff_Easy","Hit_AvgRT_diff_Medium","Hit_AvgRT_diff_Difficult","Hit_SDRT_diff_Easy","Hit_SDRT_diff_Medium","Hit_SDRT_diff_Difficult","DifficultyTrialCount_Easy","DifficultyTrialCount_Medium","DifficultyTrialCount_Difficult","Difficulty_Hits_Easy","Difficulty_Hits_Medium","Difficulty_Hits_Difficult","Accuracy_Pct_diff_Easy","Accuracy_Pct_diff_Medium","Accuracy_Pct_diff_Difficult","count_afterWrong_HIT","count_afterWrong_MISSED","count_afterWrong_WRONG","count_afterWrong_NA","avgRT_afterWrong_HIT","avgRT_afterWrong_MISSED","avgRT_afterWrong_WRONG","n_afterWrong","accuracy_afterWrong","highestLevelPct_user","percentCorrect_user","HitRate_user","FARate_user","DPrime_user","fastestRT_diff_Easy","fastestRT_diff_Medium","fastestRT_diff_Difficult","highestLevel_diff_Easy","highestLevel_diff_Medium","highestLevel_diff_Difficult","highestLevelTrialCount_diff_Easy","highestLevelTrialCount_diff_Medium","highestLevelTrialCount_diff_Difficult","trialCount_diff_Easy","trialCount_diff_Medium","trialCount_diff_Difficult","nLevels_diff_Easy","nLevels_diff_Medium","nLevels_diff_Difficult","timePlayed_difficulty_Easy","timePlayed_difficulty_Medium","timePlayed_difficulty_Difficult","HITS_diff_Easy1","HITS_diff_Medium1","HITS_diff_Difficult1","Hit_AvgRT_diff_Easy1","Hit_AvgRT_diff_Medium1","Hit_AvgRT_diff_Difficult1","Hit_SDRT_diff_Easy1","Hit_SDRT_diff_Medium1","Hit_SDRT_diff_Difficult1","MISSED_diff_Easy","MISSED_diff_Medium","MISSED_diff_Difficult","Miss_AvgRT_diff_Easy","Miss_AvgRT_diff_Medium","Miss_AvgRT_diff_Difficult","Miss_SDRT_diff_Easy","Miss_SDRT_diff_Medium","Miss_SDRT_diff_Difficult","WRONG_diff_Easy","WRONG_diff_Medium","WRONG_diff_Difficult","Wrong_AvgRT_diff_Easy","Wrong_AvgRT_diff_Medium","Wrong_AvgRT_diff_Difficult","Wrong_SDRT_diff_Easy","Wrong_SDRT_diff_Medium","Wrong_SDRT_diff_Difficult","highestLevelPct_diff_Easy","highestLevelPct_diff_Medium","highestLevelPct_diff_Difficult","percentCorrect_diff_Easy","percentCorrect_diff_Medium","percentCorrect_diff_Difficult","HitRate_diff_Easy","HitRate_diff_Medium","HitRate_diff_Difficult","FARate_diff_Easy","FARate_diff_Medium","FARate_diff_Difficult","DPrime_diff_Easy","DPrime_diff_Medium","DPrime_diff_Difficult","fastestRT_sess_1","fastestRT_sess_2","fastestRT_sess_3","fastestRT_sess_4","fastestRT_sess_5","fastestRT_sess_6","highestLevel_sess_1","highestLevel_sess_2","highestLevel_sess_3","highestLevel_sess_4","highestLevel_sess_5","highestLevel_sess_6","highestTrialCount_sess_1","highestTrialCount_sess_2","highestTrialCount_sess_3","highestTrialCount_sess_4","highestTrialCount_sess_5","highestTrialCount_sess_6","trialCount_sess_1","trialCount_sess_2","trialCount_sess_3","trialCount_sess_4","trialCount_sess_5","trialCount_sess_6","nLevels_sess_1","nLevels_sess_2","nLevels_sess_3","nLevels_sess_4","nLevels_sess_5","nLevels_sess_6","timePlayed_sess_1","timePlayed_sess_2","timePlayed_sess_3","timePlayed_sess_4","timePlayed_sess_5","timePlayed_sess_6","HITS_sess_1","HITS_sess_2","HITS_sess_3","HITS_sess_4","HITS_sess_5","HITS_sess_6","Hit_AvgRT_sess_1","Hit_AvgRT_sess_2","Hit_AvgRT_sess_3","Hit_AvgRT_sess_4","Hit_AvgRT_sess_5","Hit_AvgRT_sess_6","Hit_SDRT_sess_1","Hit_SDRT_sess_2","Hit_SDRT_sess_3","Hit_SDRT_sess_4","Hit_SDRT_sess_5","Hit_SDRT_sess_6","MISSED_sess_1","MISSED_sess_2","MISSED_sess_3","MISSED_sess_4","MISSED_sess_5","MISSED_sess_6","Miss_AvgRT_sess_1","Miss_AvgRT_sess_2","Miss_AvgRT_sess_3","Miss_AvgRT_sess_4","Miss_AvgRT_sess_5","Miss_AvgRT_sess_6","Miss_SDRT_sess_1","Miss_SDRT_sess_2","Miss_SDRT_sess_3","Miss_SDRT_sess_4","Miss_SDRT_sess_5","Miss_SDRT_sess_6","WRONG_sess_1","WRONG_sess_2","WRONG_sess_3","WRONG_sess_4","WRONG_sess_5","WRONG_sess_6","Wrong_AvgRT_sess_1","Wrong_AvgRT_sess_2","Wrong_AvgRT_sess_3","Wrong_AvgRT_sess_4","Wrong_AvgRT_sess_5","Wrong_AvgRT_sess_6","Wrong_SDRT_sess_1","Wrong_SDRT_sess_2","Wrong_SDRT_sess_3","Wrong_SDRT_sess_4","Wrong_SDRT_sess_5","Wrong_SDRT_sess_6","highestLevelPct_sess_1","highestLevelPct_sess_2","highestLevelPct_sess_3","highestLevelPct_sess_4","highestLevelPct_sess_5","highestLevelPct_sess_6","percentCorrect_sess_1","percentCorrect_sess_2","percentCorrect_sess_3","percentCorrect_sess_4","percentCorrect_sess_5","percentCorrect_sess_6","HitRate_sess_1","HitRate_sess_2","HitRate_sess_3","HitRate_sess_4","HitRate_sess_5","HitRate_sess_6","FARate_sess_1","FARate_sess_2","FARate_sess_3","FARate_sess_4","FARate_sess_5","FARate_sess_6","DPrime_sess_1","DPrime_sess_2","DPrime_sess_3","DPrime_sess_4","DPrime_sess_5","DPrime_sess_6"
"ATM1F18","17050",0,"SpaceCakesLevel 3-3-0",60,1146,18,"2514",852,1.35735301962441,0.68658689445566,11,0.826658081818182,1.03054085128221,283,1.11738032791519,0.981241527886516,9,4,0.44,NA,852,NA,NA,1.35735301962441,NA,NA,0.68658689445566,NA,NA,1146,NA,NA,852,NA,NA,0.743455497382199,NA,201,4,77,1,1.20816247218905,1.47686975,1.18601092727273,282,0.712765957446808,5,74,0.74,0.25,1.317835155589,NA,0,NA,NA,"SpaceCakesLevel 3-3-0",NA,NA,60,NA,NA,1146,NA,NA,18,NA,NA,"2514",NA,NA,852,NA,NA,1.35735301962441,NA,NA,0.68658689445566,NA,NA,11,NA,NA,0.826658081818182,NA,NA,1.03054085128221,NA,NA,283,NA,NA,1.11738032791519,NA,NA,0.981241527886516,NA,NA,5,NA,NA,74,NA,NA,0.74,NA,NA,0.25,NA,NA,1.317835155589,NA,0,0,NA,NA,NA,NA,"SpaceCakesLevel 3-2-1","SpaceCakesLevel 3-3-0",NA,NA,NA,NA,7,60,NA,NA,NA,NA,667,479,NA,NA,NA,NA,15,8,NA,NA,NA,NA,"1320","1194",NA,NA,NA,NA,481,371,NA,NA,NA,NA,1.26382595762994,1.47861047735849,NA,NA,NA,NA,0.569456662232965,0.798386034056578,NA,NA,NA,NA,3,8,NA,NA,NA,NA,1.15711966666667,0.7027349875,NA,NA,NA,NA,2.00419005310383,0.552412744250039,NA,NA,NA,NA,183,100,NA,NA,NA,NA,1.10920843060109,1.1323349,NA,NA,NA,NA,0.952570654265115,1.03640663391588,NA,NA,NA,NA,1,13,NA,NA,NA,NA,72,77,NA,NA,NA,NA,0.72,0.77,NA,NA,NA,NA,0.27,0.21,NA,NA,NA,NA,1.19565449828784,1.54526809620345,NA,NA,NA,NA
"ATM1F18","17547",0.067415,"SpaceCakesLevel 6-2-0",38,3223,40,"7382",2721,1.60741322080118,0.846003503168595,4,2.91699375,0.292381126282546,498,1.75253404495984,1.12113434748629,31,27,0.87,323,620,1778,1.05958698390093,1.26920828080645,1.82486819116985,0.395740921856854,0.460997755248,0.922688489527381,360,730,2133,323,620,1778,0.897222222222222,0.849315068493151,0.83356774496015,380,NA,116,2,1.83920507157895,NA,1.82437589137931,496,0.766129032258065,1,84,0.84,0.15,2.03089127270354,0.166055,0.166445,0.067415,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-1","SpaceCakesLevel 6-2-0",60,60,38,360,730,2133,5,14,21,"813","1516","5053",323,620,1778,1.05958698390093,1.26920828080645,1.82486819116985,0.395740921856854,0.460997755248,0.92268848952738,0,0,4,NA,NA,2.91699375,NA,NA,0.292381126282546,37,110,351,1.31400528108108,1.13733670636364,1.99155761051282,0.559911502587865,0.512405781611623,1.21419578597197,17,8,2,90,85,83,0.9,0.85,0.83,0.1,0.15,0.16,2.5631031310892,2.07286677898758,1.94862313635595,0.166055,0.166445,0.32007,0.150165,0.067415,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 4-0-1","SpaceCakesLevel 5-0-1","SpaceCakesLevel 6-2-0","SpaceCakesLevel 6-1-0",NA,40,4,40,38,39,NA,490,663,620,526,924,NA,9,13,12,10,13,NA,"1053","1411","1339","1220","2359",NA,434,559,522,448,758,NA,1.03283972396313,1.3638884293381,1.48275900019157,1.61633109419643,2.19655510989446,NA,0.379485160788151,0.476210893334096,0.516651338479206,0.567096131837487,1.16497370368735,NA,0,0,0,0,4,NA,NA,NA,NA,NA,2.91699375,NA,NA,NA,NA,NA,0.292381126282546,NA,56,104,98,78,162,NA,1.19831849107143,1.22449714230769,1.50228966938776,1.63383689615385,2.49163426290123,NA,0.495975699869436,0.61149543678614,0.667382460478677,0.808376972233185,1.4472190437515,NA,8,1,6,7,4,NA,89,84,84,85,82,NA,0.88,0.84,0.84,0.85,0.82,NA,0.12,0.16,0.16,0.15,0.18,NA,2.34997358413218,1.98891576641951,1.98891576641951,2.07286677898758,1.83073017568563,NA
"ATM1F18","17550",0.03344,"SpaceCakesLevel 5-2-0",20,2629,40,"5936",2163,1.76930393619972,0.868702001347921,2,1.7680425,0.943043565331157,464,1.87233081982759,0.889636525461489,26,25,0.96,304,801,1058,1.32139269276316,1.67607335655431,1.96858816332703,0.83835218656238,0.808316949379486,0.862280622613625,330,986,1313,304,801,1058,0.921212121212121,0.81237322515213,0.805788271134806,331,1,130,2,2.01425191782477,2.434875,1.90866164461538,462,0.716450216450216,1,82,0.82,0.18,1.83073017568563,0.333785,0.03344,0.117745,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 5-2-0",30,60,20,330,986,1313,5,19,16,"767","2055","3114",304,801,1058,1.32139269276316,1.67607335655431,1.96858816332703,0.83835218656238,0.808316949379485,0.862280622613626,0,2,0,NA,1.7680425,NA,NA,0.943043565331157,NA,26,183,255,2.07282173846154,1.5151242284153,2.10823686823529,1.24439200916535,0.785574960936404,0.834365868955312,9,6,2,92,81,81,0.92,0.81,0.81,0.08,0.19,0.19,2.81014312061926,1.75579259010246,1.75579259010246,0.333785,0.183395,0.03344,0.117745,0.7347699,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 3-1-0","SpaceCakesLevel 4-1-1","SpaceCakesLevel 4-3-1","SpaceCakesLevel 5-2-0",NA,39,7,40,60,20,NA,429,607,520,535,538,NA,8,14,10,10,11,NA,"954","1170","1231","1335","1246",NA,391,474,423,413,462,NA,1.28997930102302,1.51491842552743,2.14180995177305,1.73773773196126,2.12311662489177,NA,0.780194675268153,0.644471457006205,0.955019418670384,0.673226442002575,0.918141410898113,NA,0,2,0,0,0,NA,NA,1.7680425,NA,NA,NA,NA,NA,0.943043565331157,NA,NA,NA,NA,38,131,97,122,76,NA,1.82747198157895,1.44863546183206,2.09273877525773,2.00864106885246,2.12495326315789,NA,1.11496843134354,0.750040780269566,0.974466696986766,0.671188720753061,0.939649687428549,NA,9,1,8,11,4,NA,91,78,81,77,86,NA,0.91,0.78,0.81,0.77,0.86,NA,0.09,0.22,0.19,0.23,0.14,NA,2.68151006738043,1.54438642837737,1.75579259010246,1.47769369837043,2.16063868162991,NA
"ATM1F18","17553",0.049165,"SpaceCakesLevel 5-4-0",20,2520,34,"6089",2131,2.44239630206007,1.342706199357,2,4.563483,0.365741083073805,387,2.86705469664083,1.4788669594281,26,21,0.81,306,670,1155,1.31468837973856,2.57832814343284,2.6623134367013,0.84979282544544,1.19888852271261,1.38100277530312,329,834,1357,306,670,1155,0.930091185410334,0.803357314148681,0.851142225497421,294,2,89,2,3.22703724489796,4.563483,3.16198071011236,385,0.763636363636364,1,85,0.85,0.15,2.07286677898758,0.500625,0.18427,0.049165,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 5-4-0",30,60,20,329,834,1357,6,15,13,"824","1911","3354",306,670,1155,1.31468837973856,2.57832814343284,2.6623134367013,0.84979282544544,1.19888852271261,1.38100277530312,0,2,0,NA,4.563483,NA,NA,0.365741083073805,NA,23,162,202,3.31495962173913,2.75711386358025,2.90422599207921,2.01543567766924,1.1901437806028,1.60833977152234,9,7,1,93,80,85,0.93,0.8,0.85,0.07,0.19,0.15,2.95158205635834,1.71951752862414,2.07286677898758,0.500625,0.18427,0.333755,0.04927,0.049165,NA,"SpaceCakesLevel 1-0-1","SpaceCakesLevel 3-1-1","SpaceCakesLevel 4-1-1","SpaceCakesLevel 5-2-0","SpaceCakesLevel 5-4-0",NA,30,14,40,20,20,NA,389,494,520,537,580,NA,8,11,10,11,11,NA,"928","1114","1275","1399","1373",NA,354,384,409,455,529,NA,1.33886113898305,2.775026690625,2.38398075305623,2.81192457074725,2.66674030170132,NA,0.822702800963955,1.25539470913083,1.060468987363,1.54425099827601,1.30000295965806,NA,0,2,0,0,0,NA,NA,4.563483,NA,NA,NA,NA,NA,0.365741083073805,NA,NA,NA,NA,35,108,111,82,51,NA,2.67463317714286,2.94771352777778,2.31716039009009,3.55333175609756,2.92170466862745,NA,1.89301803827469,1.20404768485767,1.09158535424299,1.60306538310711,1.7531530691138,NA,8,3,8,4,3,NA,91,78,79,85,91,NA,0.91,0.78,0.79,0.85,0.91,NA,0.09,0.22,0.21,0.15,0.09,NA,2.68151006738043,1.54438642837737,1.61284249403648,2.07286677898758,2.68151006738043,NA
"ATM1F18","17557",0,"SpaceCakesLevel 4-0-4",10,2185,31,"5409",1719,1.38734780494474,0.77709595325995,4,0.8968125,0.246905802297826,462,1.24375641995671,0.901939820360603,17,12,0.71,371,1146,202,1.08577378625337,1.48744388071553,1.37335700346535,0.548982506116043,0.787613025430134,0.920754971222025,449,1417,319,371,1146,202,0.826280623608018,0.808750882145378,0.633228840125392,302,1,156,3,1.48525565695364,0.75121,1.20549315711538,459,0.657952069716776,0,79,0.79,0.21,1.61284249403648,0.14924,0.016435,0,"SpaceCakesLevel 0-4-1","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-0-4",30,159,10,449,1417,319,7,18,6,"1009","3478","922",371,1146,202,1.08577378625337,1.48744388071553,1.37335700346535,0.548982506116043,0.787613025430135,0.920754971222025,0,3,1,NA,0.806448333333333,1.167905,NA,0.206033048582826,NA,78,268,116,1.32480369487179,1.23049975414179,1.2198865837069,0.759800224218185,0.828144895934489,1.12994432271001,7,11,3,83,81,63,0.83,0.81,0.63,0.17,0.19,0.36,1.90833050629239,1.75579259010246,0.69031213968801,0.14924,0.01716,0.016435,0.050835,0,NA,"SpaceCakesLevel 1-0-2","SpaceCakesLevel 2-4-1","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-4-0","SpaceCakesLevel 4-0-4",NA,30,20,40,69,10,NA,569,440,460,267,449,NA,10,9,9,5,10,NA,"1223","1127","1226","832","1001",NA,451,331,366,230,341,NA,1.03184302971175,1.67596029093656,1.47392423825137,1.57263277217391,1.35948681876833,NA,0.53573553190763,1.04629169729117,0.75133068546734,0.591383927434892,0.697562621857107,NA,0,0,3,1,0,NA,NA,NA,0.806448333333333,1.167905,NA,NA,NA,NA,0.206033048582826,NA,NA,NA,118,109,91,36,108,NA,1.17083304661017,1.32060062394495,1.30243049120879,1.197224175,1.21194864361111,NA,0.754382484213277,0.925714394996426,0.829497335367131,0.733148282261967,1.11647365553792,NA,5,5,9,26,2,NA,79,75,80,86,76,NA,0.79,0.75,0.8,0.86,0.76,NA,0.21,0.25,0.2,0.14,0.24,NA,1.61284249403648,1.34897950039216,1.68324246714583,2.16063868162991,1.41260512568018,NA
"ATM1F18","17560",0,"SpaceCakesLevel 3-3-0",30,1680,24,"4500",1334,1.75433002254873,1.12041946892902,22,2.40779067318182,2.24468862246988,324,1.47119669632716,1.2595003494674,16,12,0.75,292,1042,NA,1.2170077869863,1.90490400794626,NA,0.859561878261255,1.13896744571817,NA,350,1330,NA,292,1042,NA,0.834285714285714,0.783458646616541,NA,211,3,108,2,1.80080846393365,1.88454796666667,1.21472018907407,322,0.65527950310559,2,79,0.79,0.19,1.68431754206947,0.066745,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0",NA,30,30,NA,350,1330,NA,6,18,NA,"915","3585",NA,292,1042,NA,1.2170077869863,1.90490400794626,NA,0.859561878261255,1.13896744571817,NA,3,19,NA,0,2.78796814789474,NA,0,2.18164866478279,NA,55,269,NA,1.59206758909091,1.4464833167658,NA,1.08757708472856,1.2922672776341,NA,9,2,NA,83,78,NA,0.83,0.78,NA,0.16,0.2,NA,1.94862313635595,1.6138144477616,NA,0.066745,0.566385,0,0.566475,0,NA,"SpaceCakesLevel 1-1-0","SpaceCakesLevel 3-2-0","SpaceCakesLevel 3-0-5","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-2-0",NA,30,30,40,30,35,NA,410,430,320,245,275,NA,8,9,7,5,6,NA,"1020","964","672","1085","759",NA,345,344,215,224,206,NA,1.19149806956522,2.49107458866279,1.40671319525581,2.03599747544643,1.52316983543689,NA,0.807801307838516,1.30507719449709,0.971298006561121,0.868497581871575,0.837591403053779,NA,3,9,5,0,5,NA,0,4.38829544444444,2.49192016,NA,0.203427002,NA,0,1.54401325287051,1.50578825931876,NA,0.401345790874391,NA,62,77,100,21,64,NA,1.50405649032258,2.30327509090909,0.8241503589,2.00069167142857,1.2755388159375,NA,1.05741972510896,1.29153681336063,0.939856104498831,1.16821500269384,1.25408380202804,NA,7,7,12,12,13,NA,84,80,67,91,75,NA,0.84,0.8,0.67,0.91,0.75,NA,0.15,0.18,0.31,0.09,0.23,NA,2.03089127270354,1.75698632141573,0.935763513020687,2.68151006738043,1.4133365993813,NA
"ATM1F18","17563",0,"SpaceCakesLevel 4-2-0",20,1795,24,"3808",1415,1.66692502255124,0.818071432059015,3,0,0,377,1.5774573270557,0.970767405354302,13,9,0.69,NA,1059,356,NA,1.6679953871577,1.66374098851124,NA,0.704535816111595,1.08918052556478,NA,1295,500,NA,1059,356,NA,0.817760617760618,0.712,266,1,108,2,1.70881430981203,0,1.419586475,375,0.709333333333333,1,79,0.79,0.21,1.61284249403648,NA,0.017935,0,NA,"SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-2-0",NA,119,20,NA,1295,500,NA,17,7,NA,"2685","1123",NA,1059,356,NA,1.6679953871577,1.66374098851124,NA,0.704535816111595,1.08918052556478,NA,3,0,NA,0,NA,NA,0,NA,NA,233,144,NA,1.69771244120172,1.38287787152778,NA,0.8931677597045,1.05922264231331,NA,9,4,NA,82,71,NA,0.82,0.71,NA,0.18,0.29,NA,1.83073017568563,1.10676943911135,0.05057,0,0.04949,NA,NA,NA,"SpaceCakesLevel 3-1-2","SpaceCakesLevel 4-2-0","SpaceCakesLevel 4-1-0",NA,NA,NA,40,20,3,NA,NA,NA,639,575,581,NA,NA,NA,13,12,12,NA,NA,NA,"1251","1283","1274",NA,NA,NA,498,441,476,NA,NA,NA,1.7488719064257,1.53432058684807,1.70404478720588,NA,NA,NA,0.750557247405115,0.783195794629127,0.899917911053727,NA,NA,NA,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,138,134,105,NA,NA,NA,1.68001740869565,1.4410064380597,1.61680140190476,NA,NA,NA,0.914049273162196,0.971149636275304,1.02998915788266,NA,NA,NA,6,3,1,NA,NA,NA,78,77,82,NA,NA,NA,0.78,0.77,0.82,NA,NA,NA,0.22,0.23,0.18,NA,NA,NA,1.54438642837737,1.47769369837043,1.83073017568563,NA,NA,NA
"ATM1F18","17564",0,"SpaceCakesLevel 3-4-1",79,1871,22,"5189",1568,1.68342743616071,0.828271419321695,2,2.194555,1.75877962577749,301,1.44900547312292,0.891396631399523,16,13,0.81,304,1134,130,1.19573177532895,1.84994279656085,1.37135868384615,0.575955095650792,0.801783030215921,1.00285481788684,330,1345,196,304,1134,130,0.921212121212121,0.843122676579926,0.663265306122449,230,NA,69,2,1.82533051086957,NA,1.2696818942029,299,0.769230769230769,4,84,0.84,0.16,1.98891576641951,0.499855,0,0,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-4-1",30,139,79,330,1345,196,5,15,2,"783","3757","649",304,1134,130,1.19573177532895,1.84994279656085,1.37135868384615,0.575955095650792,0.80178303021592,1.00285481788684,0,1,1,NA,3.4382,0.95091,NA,NA,NA,26,210,65,1.39246855,1.6742533847619,0.743896220153846,0.744475379007914,0.823086034471847,0.789328240895647,9,10,40,92,84,66,0.92,0.84,0.66,0.08,0.16,0.33,2.81014312061926,1.98891576641951,0.852376295114639,0.499855,0.016,0,0,0,NA,"SpaceCakesLevel 1-0-2","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-2-0","SpaceCakesLevel 3-4-1","SpaceCakesLevel 3-4-0",NA,30,20,99,79,39,NA,420,480,379,354,238,NA,8,10,5,6,5,NA,"941","1068","877","1222","1081",NA,372,403,315,282,196,NA,1.21456117204301,1.88699772307692,1.80478499555556,1.78115490921986,1.81910420153061,NA,0.583862744037917,0.759107460710554,0.738158341468571,1.01273508200795,0.871714528959003,NA,0,0,0,1,1,NA,NA,NA,NA,0.95091,3.4382,NA,NA,NA,NA,NA,NA,NA,48,77,64,71,41,NA,1.40815094791667,1.72958830779221,1.5642179734375,1.15583174521127,1.29773409756098,NA,0.658337688002558,0.772149244821545,0.663446073674455,1.07505624034916,1.1183607515736,NA,7,4,26,22,16,NA,89,84,83,80,82,NA,0.88,0.84,0.83,0.8,0.82,NA,0.12,0.16,0.17,0.2,0.17,NA,2.34997358413218,1.98891576641951,1.90833050629239,1.68324246714583,1.86953034098901,NA
"ATM1F18","17567",0,"SpaceCakesLevel 5-4-0",20,2384,29,"5438",2150,1.98370083767442,1.04621877050156,1,0,NA,233,2.27928924678112,1.37484877852378,26,21,0.81,309,656,1185,1.52849290647249,1.66567477484756,2.27845556168776,1.07331200287454,0.72378608511015,1.09550689717489,340,770,1274,309,656,1185,0.908823529411765,0.851948051948052,0.930141287284144,178,1,52,2,2.64267094494382,0,2.50133504038462,231,0.770562770562771,1,90,0.9,0.1,2.5631031310892,0.46716,0.08343,0,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 5-4-0",40,120,20,340,770,1274,5,13,11,"818","1615","3005",309,656,1185,1.52849290647249,1.66567477484756,2.27845556168776,1.07331200287454,0.72378608511015,1.09550689717489,1,0,0,0,NA,NA,NA,NA,NA,30,114,89,3.06228677,1.78560356403509,2.64771893370787,1.60842672904717,0.855587329139143,1.59019348203861,12,16,2,91,85,93,0.91,0.85,0.93,0.09,0.15,0.07,2.68151006738043,2.07286677898758,2.95158205635834,0.46716,0.08343,0.717645,0,0.784165,NA,"SpaceCakesLevel 1-0-2","SpaceCakesLevel 3-4-0","SpaceCakesLevel 5-0-0","SpaceCakesLevel 5-3-0","SpaceCakesLevel 5-4-0",NA,30,40,40,59,20,NA,430,560,559,416,419,NA,8,11,10,7,8,NA,"972","1193","1302","945","1026",NA,363,487,518,388,394,NA,1.49368170082645,1.73445428172485,1.94926514266409,2.20525135721649,2.57034070532995,NA,1.02007381569242,0.753259305079232,0.942345362575672,1.04237703485904,1.18034668565113,NA,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,73,41,28,25,NA,2.19310257878788,1.96425427671233,2.01689441463415,3.00033375714286,3.049481836,NA,1.39074342535478,0.938716386310353,1.13023673655655,1.53840576561536,1.98345809778473,NA,7,7,7,14,5,NA,84,87,93,93,94,NA,0.84,0.87,0.93,0.93,0.94,NA,0.15,0.13,0.07,0.07,0.06,NA,2.03089127270354,2.2527822580776,2.95158205635834,2.95158205635834,3.10954718919371,NA
"ATM1F18","17570",0,"SpaceCakesLevel 3-4-0",80,2240,33,"5638",1617,1.39323540915894,0.977014650006488,7,0.512652857142857,0.632025580836838,616,1.09716558375,0.949582439078539,17,11,0.65,296,1253,68,1.47258669797297,1.38672571907422,1.16777452955882,1.08602814654345,0.959126043663311,0.748216267385455,360,1800,80,296,1253,68,0.822222222222222,0.696111111111111,0.85,401,1,213,1,1.23714609254364,1.75257,0.912687105164319,615,0.652032520325203,4,72,0.72,0.28,1.16568301454243,0.36707,0,0.06646501,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-5","SpaceCakesLevel 3-4-0",30,49,80,360,1800,80,6,26,1,"859","4588","191",296,1253,68,1.47258669797297,1.38672571907422,1.16777452955882,1.08602814654345,0.959126043663312,0.748216267385455,0,7,0,NA,0.512652857142857,NA,NA,0.632025580836838,NA,64,540,12,1.347111109375,1.07787843294444,0.632044566666667,1.11708893147573,0.931095428547426,0.41094360237516,8,3,100,82,70,85,0.82,0.7,0.85,0.18,0.3,0.15,1.83073017568563,1.04880102541608,2.07286677898758,0.01673,0.032225,0,0,0,NA,"SpaceCakesLevel 1-1-0","SpaceCakesLevel 3-2-0","SpaceCakesLevel 3-4-0","SpaceCakesLevel 3-3-3","SpaceCakesLevel 3-3-5",NA,30,24,80,59,49,NA,510,584,560,237,349,NA,11,13,11,4,6,NA,"1121","1241","1198","784","1294",NA,393,424,415,158,227,NA,1.26094809898219,1.53796769622642,1.4774970079759,1.0203081664557,1.45744846651982,NA,1.02232932004653,0.856199095149554,0.980389212197074,0.609550734693654,1.1990064185582,NA,0,0,0,0,7,NA,NA,NA,NA,NA,0.512652857142857,NA,NA,NA,NA,NA,0.632025580836838,NA,117,160,145,79,115,NA,1.01287427948718,1.29551255375,1.12237567586207,0.721180651898734,1.13346048513043,NA,0.92499978432509,0.816056842990196,0.925967108028491,0.52301088274665,1.27757332514694,NA,6,4,14,25,14,NA,77,73,74,67,65,NA,0.77,0.73,0.74,0.67,0.65,NA,0.23,0.27,0.26,0.33,0.33,NA,1.47769369837043,1.22562598203325,1.28669081078583,0.879826331346468,0.825233632080801,NA
