"","accessCode","userID","fastestRT_diff_Easy","fastestRT_diff_Medium","fastestRT_diff_Difficult","highestLevel_diff_Easy","highestLevel_diff_Medium","highestLevel_diff_Difficult","highestLevelTrialCount_diff_Easy","highestLevelTrialCount_diff_Medium","highestLevelTrialCount_diff_Difficult","trialCount_diff_Easy","trialCount_diff_Medium","trialCount_diff_Difficult","nLevels_diff_Easy","nLevels_diff_Medium","nLevels_diff_Difficult","timePlayed_difficulty_Easy","timePlayed_difficulty_Medium","timePlayed_difficulty_Difficult","HITS_diff_Easy","HITS_diff_Medium","HITS_diff_Difficult","Hit_AvgRT_diff_Easy","Hit_AvgRT_diff_Medium","Hit_AvgRT_diff_Difficult","Hit_SDRT_diff_Easy","Hit_SDRT_diff_Medium","Hit_SDRT_diff_Difficult","MISSED_diff_Easy","MISSED_diff_Medium","MISSED_diff_Difficult","Miss_AvgRT_diff_Easy","Miss_AvgRT_diff_Medium","Miss_AvgRT_diff_Difficult","Miss_SDRT_diff_Easy","Miss_SDRT_diff_Medium","Miss_SDRT_diff_Difficult","WRONG_diff_Easy","WRONG_diff_Medium","WRONG_diff_Difficult","Wrong_AvgRT_diff_Easy","Wrong_AvgRT_diff_Medium","Wrong_AvgRT_diff_Difficult","Wrong_SDRT_diff_Easy","Wrong_SDRT_diff_Medium","Wrong_SDRT_diff_Difficult","highestLevelPct_diff_Easy","highestLevelPct_diff_Medium","highestLevelPct_diff_Difficult","percentCorrect_diff_Easy","percentCorrect_diff_Medium","percentCorrect_diff_Difficult","HitRate_diff_Easy","HitRate_diff_Medium","HitRate_diff_Difficult","FARate_diff_Easy","FARate_diff_Medium","FARate_diff_Difficult","DPrime_diff_Easy","DPrime_diff_Medium","DPrime_diff_Difficult"
"136","ATMBF18","17670",0.033375,0.06629,0,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-2-0",30,119,40,440,999,524,9,13,7,"1310","1209868","1209815",362,804,387,1.35868324723757,1.67424043544776,1.38958593129199,0.901861049903898,0.763913946214868,0.760167247817698,0,4,9,NA,1.0636425,1.525871,NA,0.826822388268283,2.12317176569932,78,191,128,1.86990517564103,1.41465094036649,1.41028679296875,1.36057845993443,0.937853245566482,1.1296060229689,7,12,8,82,80,74,0.82,0.8,0.74,0.18,0.19,0.24,1.83073017568563,1.71951752862414,1.349647968233
"137","ATMBF18","17671",NA,0,NA,NA,"SpaceCakesLevel 3-2-0",NA,NA,50,NA,NA,1701,NA,NA,24,NA,NA,"1815397",NA,NA,1237,NA,NA,1.63276285383994,NA,NA,1.23614587860646,NA,NA,23,NA,NA,2.99310960869565,NA,NA,2.0078070295825,NA,NA,441,NA,NA,1.3780521106576,NA,NA,1.22471533643153,NA,NA,3,NA,NA,73,NA,NA,0.73,NA,NA,0.26,NA,NA,1.25615839640954,NA
"138","ATMBF18","17679",NA,0.483825,NA,NA,"SpaceCakesLevel 3-2-0",NA,NA,60,NA,NA,640,NA,NA,10,NA,NA,"605360",NA,NA,518,NA,NA,2.44724733996139,NA,NA,1.04468834943417,NA,NA,17,NA,NA,4.57584217647059,NA,NA,1.89475080500561,NA,NA,105,NA,NA,3.04913417238095,NA,NA,1.63530490228467,NA,NA,9,NA,NA,81,NA,NA,0.81,NA,NA,0.16,NA,NA,1.87235417826098,NA
"139","ATMBF18","17683",0.433745,0.517975,0.567565,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-3-0",30,120,60,210,940,690,5,13,9,"956","2418655","1209736",202,862,584,1.5365379980198,2.48003618863109,3.1627549984589,0.922008746653706,1.21792570524747,1.59152086732643,0,14,1,NA,3.73228264285714,3.436881,NA,2.00209524491106,NA,8,64,105,3.504098625,3.1681009859375,3.62219649714286,1.62521201836938,1.7199339463772,1.87138483471324,14,13,9,96,92,85,0.96,0.92,0.85,0.04,0.07,0.15,3.50137214250434,2.8808625884888,2.07286677898758
"140","ATMBF18","17684",NA,0.01668,0,NA,"SpaceCakesLevel 3-3-1","SpaceCakesLevel 3-4-2",NA,60,20,NA,1238,180,NA,16,3,NA,"1814567","582",NA,976,118,NA,2.13911448995902,2.51837082966102,NA,1.01300621193476,1.41001983659316,NA,2,7,NA,5.231019,2.47141357142857,NA,0.435901632116697,0.579949426519203,NA,260,55,NA,1.83824900923077,2.28176145818182,NA,1.21948023111544,1.51342166750665,NA,5,11,NA,79,66,NA,0.79,0.65,NA,0.21,0.31,NA,1.61284249403648,0.881170813755021
"141","ATMBF18","17689",0.433845,0,0,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 5-1-0",30,120,7,180,888,679,5,12,9,"561","2418453","1209771",177,848,604,1.09441664745763,1.50582162735849,1.92678676043046,0.423533642485459,0.590204769137091,0.937567628355939,0,0,0,NA,NA,NA,NA,NA,NA,3,40,75,0.4677217,1.50963793,2.04496644,0.267950594294303,0.679125247371575,1.47019186596701,17,14,1,98,95,89,0.98,0.95,0.89,0.02,0.05,0.11,4.10749782126364,3.28970725390294,2.45305624007322
"142","ATMBF18","17691",NA,0.452325,0.350365,NA,"SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-1-3",NA,120,40,NA,1080,350,NA,13,6,NA,"1814485","605275",NA,905,268,NA,2.10852250850829,2.51704346343284,NA,1.07070662265213,1.16356722011063,NA,2,0,NA,4.487941,NA,NA,0.000749533188057626,NA,NA,173,82,NA,2.35227096647399,3.30138880609756,NA,1.18281781460528,1.38475037078144,NA,11,11,NA,84,77,NA,0.84,0.76,NA,0.16,0.24,NA,1.98891576641951,1.41260512568018
"143","ATMBF18","17696",0.0633,0,NA,"SpaceCakesLevel 0-3-0","SpaceCakesLevel 2-4-1",NA,30,60,NA,300,1520,NA,9,16,NA,"787","1815243",NA,236,1129,NA,1.25705024364407,1.65699673790965,NA,0.727184825163611,0.960988588557459,NA,0,10,NA,NA,1.67660009,NA,NA,1.09183229205405,NA,64,381,NA,1.0709407234375,1.33023895955381,NA,0.604516359541359,1.20340486517505,NA,10,4,NA,79,74,NA,0.79,0.74,NA,0.21,0.25,NA,1.61284249403648,1.317835155589,NA
"144","ATMBF18","17700",0.45003,0,0.7340001,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-4-0",30,60,60,180,1384,60,5,18,1,"498","3023873","177",154,1132,56,1.57284363051948,1.7752157840106,1.62951061964286,0.931081810832904,0.748192464239698,0.616715064181974,0,8,0,NA,3.174499,NA,NA,0.493967985834247,NA,26,244,4,1.91163891153846,1.77235515081967,1.530674725,1.13304931331983,0.842598149310555,1.06741682067905,17,4,100,86,82,93,0.85,0.82,0.93,0.15,0.18,0.07,2.07286677898758,1.83073017568563,2.95158205635834
"145","ATMBF18","18592",0.55146,0.6342249,NA,"SpaceCakesLevel 0-0-0","SpaceCakesLevel 3-2-0",NA,30,20,NA,30,580,NA,1,10,NA,"69","1210796",NA,29,503,NA,0.884355337931034,2.26179316143141,NA,0.268990479533317,1.0644320402611,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,77,NA,0.81764,2.72776484285714,NA,NA,1.16619947701137,NA,100,3,NA,97,87,NA,0.95,0.87,NA,0.05,0.13,NA,3.28970725390294,2.2527822580776,NA
