"id","accessCode","itemID","userID","participantID","task","sesID","instanceID","nihScore","dataTimestamp","trialsCount","trialsCorrect","nihAccuracy","nihAccPass","nihRTScore","nondominant_cntTotal","nondominant_cntCorrect","nondominant_rtMean","nondominant_rtMedian","nondominant_rtStDev","nondominant_nihMedian","nondominant_accuracy_Fieldname","dominant_cntTotal","dominant_cntCorrect","dominant_rtMean","dominant_rtMedian","dominant_rtStDev","dominant_nihMedian","dominant_accuracy_Fieldname","reportDate"
"510","PUF18a","3300","17030","NA","dccs","oi7fu3h53cgqdckt4709biua04","pub_9zYX_URAbs","8.05068","2018-10-09 09:45:20","40","39","5","1","3.17568","7","6","740.333","695","219.93","695","0.857143","23","23","628.826","555","220.312","555","1","2019-03-20 16:02:27"
"509","PUF18a","3300","17014","NA","dccs","h9614630t6sni6nu6lm89dc3a7","pub_4wLkO@2w7a","7.86408","2018-10-09 09:45:28","40","38","5","1","3.11408","7","7","823.143","715","239.186","715","1","23","21","785.524","723","263.807","723","0.913043","2019-03-20 16:02:25"
"508","PUF18a","3300","17029","NA","dccs","5jv2cbjjnggtssnlb2lou0img0","pub_t_HOd41Lfk","7.37632","2018-10-09 09:45:59","40","37","5","1","2.75132","7","6","823.5","845","106.376","845","0.857143","23","21","789.19","718","260.399","717","0.913043","2019-03-20 16:02:24"
"507","PUF18a","3300","17031","NA","dccs","kc79udvd8jee4l91bd823pjca5","pub_Q2dHPZPSt5","6.97765","2018-10-09 09:44:41","40","36","5","1","2.47765","7","6","1541.5","958.5","1169.72","958.5","0.857143","23","20","920.9","794.5","403.127","794.5","0.869565","2019-03-20 16:02:22"
"506","PUF18a","3300","17028","NA","dccs","7fk0fm5b8a4hvgvv8nk11h0um4","pub_NeDQUJSueQ","7.89198","2018-10-09 09:45:00","40","40","5","1","2.89198","7","7","821.714","792","74.1164","792","1","23","23","750.087","659","328.792","655","1","2019-03-20 16:02:20"
"505","PUF18a","3300","17032","NA","dccs","dd57cfgrfl5uos3af7uuil2rk4","pub_BtXYkl9@Lx","6.37184","2018-10-09 09:44:38","40","37","5","1","1.74684","7","7","1416.71","1342","491.556","1342","1","23","20","1210.85","1031","549.612","1031","0.869565","2019-03-20 16:02:18"
"504","PUF18a","3300","17020","NA","dccs","m67ri4o59bple6o098dsa3lbk3","pub_N61xh2qNbI","7.15673","2018-10-09 09:45:58","40","39","5","1","2.28173","7","7","1158.29","1049","459.257","1049","1","23","22","1095.95","911.5","531.899","911.5","0.956522","2019-03-20 16:02:16"
"503","PUF18a","3300","17021","NA","dccs","fm7uo1gms4q2kdkfbdu350g2v7","pub_GWhFIAHVrB","6.68854","2018-10-09 09:45:58","40","36","5","1","2.18854","7","3","943.667","1095","474.46","1095","0.428571","23","23","980.696","841","437.205","841","1","2019-03-20 16:02:15"
"502","PUF18a","3300","17015","NA","dccs","am8jndq4c0t2l45e9n7eqd83e5","pub_sa75a3Dgkj","7.19747","2018-10-09 09:46:13","40","39","5","1","2.32247","7","6","1069","1029.5","308.511","1029.5","0.857143","23","23","1248.3","1160","495.562","1160","1","2019-03-20 16:02:13"
"501","PUF18a","3300","17012","NA","dccs","5fjus1r4tge0oudpi875ggtar3","pub_vxl4bwKYp-","6.74928","2018-10-09 09:46:28","40","34","4","1","2.49928","7","6","1289.67","949","716.316","949","0.857143","23","18","864.833","756","422.713","755","0.782609","2019-03-20 16:02:11"
"500","PUF18a","3300","17013","NA","dccs","ch9ckemrqo04mnfvijtmqkakr3","pub_D0MGVpPWAa","8.12016","2018-10-09 09:46:49","40","40","5","1","3.12016","7","7","777","713","255.3","713","1","23","23","777.652","657","298.454","653.5","1","2019-03-20 16:02:08"
"499","PUF18a","3300","17011","NA","dccs","9258rm3nr7j0vgvs65v2j74iq0","pub_~g6dgB5Boz","3.75","2018-10-09 09:46:13","40","30","4","0","4.23856","7","7","512","426","171.944","426","1","23","13","477.769","450","271.655","451.5","0.565217","2019-03-20 16:02:06"
"498","PUF18a","3300","17011","NA","dccs","takehst0l2t3t3nvr3nhce6r23","pub_9hs@p1p2CP","7.20293","2018-10-09 09:46:06","40","33","4","1","3.07793","7","5","876","727","446.828","727","0.714286","23","18","1061.22","1009.5","343.177","1009.5","0.782609","2019-03-20 16:02:05"
"497","PUF18a","3300","17018","NA","dccs","sjhdm5nt0cf76gov9bkcb1dnk7","pub_sP5TH6TmQD","6.12377","2018-10-09 09:47:42","40","33","4","1","1.99877","7","6","1335.33","1195","677.127","1195","0.857143","23","17","1138.35","900","882.915","879.5","0.73913","2019-03-20 16:02:03"
"496","PUF18a","3300","132","NA","dccs","qdkcesnp6qgflqmb4fl6ee4ka3","pub_q3nCD8a-49","5","2018-10-09 09:51:02","10","10","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2019-03-20 16:02:01"
"495","PUF18a","3300","16967","NA","dccs","pnj8mbd8jj0eicp2128cr20lh7","pub_shSLJ4rfzF","7.15037","2018-10-09 10:08:17","39","35","4","1","2.66319","6","3","1076.67","880","438.434","880","0.5","23","22","937.364","705.5","1321.85","701","0.956522","2019-03-20 16:02:00"
