"id","userID","accessCode","task","pre_nihScore","pre_nihAccuracy","pre_nihRTScore"
513,17017,"PUF18a","dccs",8.02216,5,3.52216
512,17033,"PUF18a","dccs",8.29983,5,3.54983
511,17016,"PUF18a","dccs",8.11409,5,3.23909
510,17030,"PUF18a","dccs",8.05068,5,3.17568
509,17014,"PUF18a","dccs",7.86408,5,3.11408
508,17029,"PUF18a","dccs",7.37632,5,2.75132
507,17031,"PUF18a","dccs",6.97765,5,2.47765
506,17028,"PUF18a","dccs",7.89198,5,2.89198
505,17032,"PUF18a","dccs",6.37184,5,1.74684
504,17020,"PUF18a","dccs",7.15673,5,2.28173
503,17021,"PUF18a","dccs",6.68854,5,2.18854
502,17015,"PUF18a","dccs",7.19747,5,2.32247
501,17012,"PUF18a","dccs",6.74928,4,2.49928
500,17013,"PUF18a","dccs",8.12016,5,3.12016
499,17011,"PUF18a","dccs",3.75,4,4.23856
498,17011,"PUF18a","dccs",7.20293,4,3.07793
497,17018,"PUF18a","dccs",6.12377,4,1.99877
496,132,"PUF18a","dccs",5,5,0
495,16967,"PUF18a","dccs",7.15037,4,2.66319
494,16973,"PUF18a","dccs",3.58974,4,1.915
493,16969,"PUF18a","dccs",6.83073,4,2.59997
492,16970,"PUF18a","dccs",2.94872,3,2.58088
491,17039,"PUF18a","dccs",6.77911,5,2.15411
490,16968,"PUF18a","dccs",2.05128,2,3.25361
489,17292,"PUF18a","dccs",7.2626,5,2.64721
488,16972,"PUF18a","dccs",2.69231,3,1.85806
487,17043,"PUF18a","dccs",7.40217,5,2.77717
486,16977,"PUF18a","dccs",3.71795,4,2.4328
485,16981,"PUF18a","dccs",2.17949,2,4.19816
484,17296,"PUF18a","dccs",7.3865,5,2.8865
483,17035,"PUF18a","dccs",7.4669,5,2.7169
482,17035,"PUF18a","dccs",7.53,5,2.99875
481,17041,"PUF18a","dccs",7.35945,5,2.48445
480,17038,"PUF18a","dccs",8.01661,5,3.26661
479,17037,"PUF18a","dccs",7.09159,5,2.59159
478,17042,"PUF18a","dccs",8.90473,5,4.27973
477,17040,"PUF18a","dccs",6.64932,5,1.89932
476,17048,"PUF18a","dccs",3.5,4,3.82025
475,17036,"PUF18a","dccs",7.54444,4,3.16944
474,17049,"PUF18a","dccs",7.32051,5,2.69551
473,17049,"PUF18a","dccs",7.06336,5,2.43836
472,17299,"PUF18a","dccs",7.73596,5,2.73596
471,16971,"PUF18a","dccs",3.71795,4,2.90022
470,17044,"PUF18a","dccs",7.82716,5,2.82716
469,17045,"PUF18a","dccs",7.28073,4,2.90573
468,16980,"PUF18a","dccs",2.05128,2,3.07495
467,17046,"PUF18a","dccs",7.31113,5,2.43613
466,16978,"PUF18a","dccs",3,3,1.50226
1647,17292,"PUF18c","dccs",6.29845,5,1.68307
