id,userID,accessCode,task,post_nihScore,post_nihAccuracy,post_nihRTScore,,,,,,
661,17635,FA18UCpost,dccs,7.03465,5,2.29106,,,,,,
660,17636,FA18UCpost,dccs,6.83517,5,2.09158,,,,,,
659,17637,FA18UCpost,dccs,6.92816,5,2.18457,,,,,,
658,17640,FA18UCpost,dccs,8.13767,4,3.65049,,,,,,
657,17641,FA18UCpost,dccs,6.18385,5,1.44026,,,,,,
656,17642,FA18UCpost,dccs,3.46154,3,4.32434,,,,,,
655,17628,FA18UCpost,dccs,7.57483,5,2.70304,,,,,,
654,17629,FA18UCpost,dccs,8.15311,5,3.28132,,,,,,
653,17638,FA18UCpost,dccs,7.35245,4,3.12168,,,,,,
652,17645,FA18UCpost,dccs,3.33333,3,2.15021,,,,,,
651,17651,FA18UCpost,dccs,7.14445,5,2.40086,,,,,,
650,17654,FA18UCpost,dccs,7.4136,4,3.31104,,,,,,
649,17657,FA18UCpost,dccs,7.76652,5,2.89472,,,,,,
648,17659,FA18UCpost,dccs,6.88104,4,2.77847,,,,,,
647,17662,FA18UCpost,dccs,7.32233,4,2.83515,,,,,,
646,17663,FA18UCpost,dccs,7.86985,5,3.12626,,,,,,
645,17665,FA18UCpost,dccs,7.52112,5,2.90573,,,,,,
644,17667,FA18UCpost,dccs,7.01515,5,2.39977,,,,,,
643,17670,FA18UCpost,dccs,6.7831,4,2.68054,,,,,,
642,17652,FA18UCpost,dccs,2.05128,2,2.88241,,,,,,
641,17655,FA18UCpost,dccs,7.60717,5,2.60717,,,,,,
640,17661,FA18UCpost,dccs,6.67438,5,1.93079,,,,,,
639,17666,FA18UCpost,dccs,2.05128,2,3.39927,,,,,,
638,17668,FA18UCpost,dccs,5.28757,4,1.0568,,,,,,
637,17669,FA18UCpost,dccs,7.70178,5,2.70178,,,,,,
636,17671,FA18UCpost,dccs,7.79283,5,2.79283,,,,,,
635,17672,FA18UCpost,dccs,3.46154,3,2.20446,,,,,,
634,17677,FA18UCpost,dccs,6.18827,4,1.82929,,,,,,
633,17678,FA18UCpost,dccs,7.36402,5,2.62043,,,,,,
632,17679,FA18UCpost,dccs,7.21671,5,2.47312,,,,,,
631,17681,FA18UCpost,dccs,2.4359,2,2.79022,,,,,,
630,17682,FA18UCpost,dccs,7.87443,5,3.13084,,,,,,
629,17683,FA18UCpost,dccs,7.88787,5,2.88787,,,,,,
628,17685,FA18UCpost,dccs,7.01705,5,2.27346,,,,,,
627,17687,FA18UCpost,dccs,7.0774,5,2.0774,,,,,,
626,17689,FA18UCpost,dccs,7.88848,4,3.52951,,,,,,
625,17690,FA18UCpost,dccs,6.37416,4,2.01518,,,,,,
624,17695,FA18UCpost,dccs,8.03642,5,3.29283,,,,,,
623,17696,FA18UCpost,dccs,6.48167,4,2.2509,,,,,,
622,17698,FA18UCpost,dccs,6.97732,4,2.49014,,,,,,
621,17699,FA18UCpost,dccs,7.67513,5,2.80334,,,,,,
620,17700,FA18UCpost,dccs,7.22015,5,2.60476,,,,,,
619,17701,FA18UCpost,dccs,7.93968,5,3.19609,,,,,,
618,17680,FA18UCpost,dccs,6.94758,4,2.57258,,,,,,
617,17684,FA18UCpost,dccs,7.77477,5,2.90298,,,,,,
616,17686,FA18UCpost,dccs,3.58974,4,2.46747,,,,,,
615,17688,FA18UCpost,dccs,7.37251,5,2.62892,,,,,,
614,17691,FA18UCpost,dccs,8.01492,5,3.14312,,,,,,
613,17697,FA18UCpost,dccs,6.4499,4,1.96272,,,,,,
612,17653,FA18UCpost,dccs,6.3684,5,1.3684,,,,,,
1088,18648,JRPOF18,dccs,3.25,3,5,,,,,,
1087,17230,JRPOF18,dccs,3.25,3,5,,,,,,
1086,17258,JRPOF18,dccs,5,5,0,,,,,,
1085,17256,JRPOF18,dccs,2.75,3,4.09555,,,,,,
1084,17196,JRPOF18,dccs,5,5,0,,,,,,
1083,17196,JRPOF18,dccs,6.62802,4,2.37802,,,,,,
1082,17197,JRPOF18,dccs,7.05669,5,2.43169,,,,,,
1081,17199,JRPOF18,dccs,7.33092,4,3.08092,,,,,,
1080,17200,JRPOF18,dccs,7.52774,5,3.02774,,,,,,
1079,17201,JRPOF18,dccs,7.72293,4,3.34793,,,,,,
1078,17203,JRPOF18,dccs,7.49363,5,2.74363,,,,,,
1077,17204,JRPOF18,dccs,2,2,0.749834,,,,,,
1076,17210,JRPOF18,dccs,3,3,4.91483,,,,,,
1075,17211,JRPOF18,dccs,9.22808,4,4.85308,,,,,,
1074,17212,JRPOF18,dccs,7.66957,5,2.91957,,,,,,
1073,17394,JRPOF18,dccs,6.57148,4,2.19648,,,,,,
1072,17192,JRPOF18,dccs,3.625,4,1.36501,,,,,,
1071,17194,JRPOF18,dccs,7.10078,4,2.72578,,,,,,
1070,17195,JRPOF18,dccs,6.72651,4,2.47651,,,,,,
1069,17198,JRPOF18,dccs,6.79436,4,2.54436,,,,,,
1068,17202,JRPOF18,dccs,6.91412,5,2.03912,,,,,,
1067,17205,JRPOF18,dccs,3.625,4,2.489,,,,,,
1066,17206,JRPOF18,dccs,3.25,3,3.74384,,,,,,
1065,17207,JRPOF18,dccs,0,4,0,,,,,,
1064,17208,JRPOF18,dccs,6.13634,4,1.88634,,,,,,
1063,17209,JRPOF18,dccs,7.70555,5,2.70555,,,,,,
1062,17213,JRPOF18,dccs,6.70093,5,1.82593,,,,,,
1061,17386,JRPOF18,dccs,8.03359,5,3.03359,,,,,,
1060,18128,JRPOF18,dccs,6.35154,4,2.22654,,,,,,
1059,18129,JRPOF18,dccs,3,3,0,,,,,,
1058,17255,JRPOF18,dccs,1.625,2,0,,,,,,
1057,17253,JRPOF18,dccs,1.75,2,0,,,,,,
1056,17252,JRPOF18,dccs,1.75,2,0,,,,,,
