"accessCode","userID","fastestRT_user","highestLevel_user","highestLevelTrialCount_user","trialCount_user","nLevels_user","timePlayed_difficulty","HITS_user","Hit_AvgRT_user","Hit_SDRT_user","MISSED_user","Miss_AvgRT_user","Miss_SDRT_user","WRONG_user","Wrong_AvgRT_user","Wrong_SDRT_user","first_count","first_count_correct","RuleChange_Accuracy_Pct","HITS_diff_Easy","HITS_diff_Medium","HITS_diff_Difficult","Hit_AvgRT_diff_Easy","Hit_AvgRT_diff_Medium","Hit_AvgRT_diff_Difficult","Hit_SDRT_diff_Easy","Hit_SDRT_diff_Medium","Hit_SDRT_diff_Difficult","DifficultyTrialCount_Easy","DifficultyTrialCount_Medium","DifficultyTrialCount_Difficult","Difficulty_Hits_Easy","Difficulty_Hits_Medium","Difficulty_Hits_Difficult","Accuracy_Pct_diff_Easy","Accuracy_Pct_diff_Medium","Accuracy_Pct_diff_Difficult","count_afterWrong_HIT","count_afterWrong_MISSED","count_afterWrong_WRONG","count_afterWrong_NA","avgRT_afterWrong_HIT","avgRT_afterWrong_MISSED","avgRT_afterWrong_WRONG","avgRT_afterWrong_NA","n_afterWrong","accuracy_afterWrong","highestLevelPct_user","percentCorrect_user","HitRate_user","FARate_user","DPrime_user"
"ATHBF18","16878",0,"SpaceCakesLevel 3-2",30,3429,33,"7351",3125,1.589644810304,0.986121714854859,14,2.76611657142857,0.883253736702994,290,2.03139260727586,1.48378980296925,18,17,0.94,1738,1387,NA,1.40287671398159,1.82367721939438,NA,0.8045693743327,1.13226382556175,NA,1829,1600,NA,1738,1387,NA,0.950246036085292,0.866875,NA,168,2,120,NA,2.21580474107143,2.877988,2.08635125583333,NA,290,0.579310344827586,1,91,0.91,0.08,2.74582659399985
"ATHBF18","16881",0.05007,"SpaceCakesLevel 3-1",40,2454,27,"5977",2097,1.17152951425846,0.534767191813764,14,0.610120428571429,0.97803801236437,343,1.2345499003207,0.698319178457484,17,14,0.82,1021,1076,NA,1.17098966013712,1.17204177360595,NA,0.578542673406171,0.489897144079459,NA,1134,1320,NA,1021,1076,NA,0.900352733686067,0.815151515151515,NA,248,NA,95,NA,1.40372706290323,NA,1.33249976736842,NA,343,0.723032069970845,2,85,0.85,0.14,2.11675273030875
"ATHBF18","16884",0,"SpaceCakesLevel 4-3",33,2267,33,"5143",1933,1.61716799249871,0.836691184339296,8,0.968547,1.39179387001883,326,1.52262070432515,1.01229400132969,24,22,0.92,526,1131,276,1.3222579595057,1.60671464553492,2.22204267644928,0.690584659646739,0.730025126273342,1.13306364463914,620,1309,338,526,1131,276,0.848387096774194,0.86401833460657,0.816568047337278,246,1,77,2,2.03240854430894,1.3709,1.2880881961039,NA,324,0.759259259259259,1,85,0.85,0.14,2.11675273030875
"ATHBF18","16887",0,"SpaceCakesLevel 3-2",110,3091,33,"6938",2643,1.43354582032539,0.740069967932642,18,1.74632621666667,1.28150501219947,430,1.56896761604651,0.910191697514948,18,16,0.89,1286,1357,NA,1.27685610443235,1.58203732705969,NA,0.679952321311208,0.763973656927435,NA,1410,1681,NA,1286,1357,NA,0.912056737588652,0.80725758477097,NA,311,5,114,NA,1.81345595790997,1.38490598,1.55168138157895,NA,430,0.723255813953488,4,86,0.85,0.14,2.11675273030875
"ATHBF18","16890",0.03425,"SpaceCakesLevel 3-2",60,2134,42,"4764",1752,1.58759673618721,0.913900336767767,43,0.9878282,1.19020054840575,339,1.79169253746313,1.16848863571112,16,16,1,772,980,NA,1.39508866023316,1.73924595520408,NA,0.740412777506413,1.0049119932107,NA,888,1246,NA,772,980,NA,0.869369369369369,0.786516853932584,NA,230,3,105,1,1.89704966913043,0.9901967,2.02841452285714,NA,338,0.680473372781065,3,82,0.82,0.16,1.90982297105257
"ATHBF18","16896",0.01604,"SpaceCakesLevel 2-3",80,1399,25,"3053",949,1.45159235173867,1.02300443891961,75,1.417281352,1.52528172709872,375,1.56556017784,1.55385281057676,8,3,0.38,337,612,NA,1.05630283353116,1.66925994591503,NA,0.691548377562141,1.10775879497453,NA,440,959,NA,337,612,NA,0.765909090909091,0.638164754953076,NA,242,7,126,NA,1.66482349834711,2.26468185714286,1.48732787936508,NA,375,0.645333333333333,6,68,0.68,0.27,1.08051179013114
"ATHBF18","16899",0.150245,"SpaceCakesLevel 3-4",23,1999,35,"4416",1659,1.67624566473779,0.815632994086729,11,1.54092133636364,0.955702671083506,329,1.81098355288754,1.02389740587928,17,14,0.82,868,773,18,1.44274344366359,1.91567794398448,2.65395544444444,0.690278284931609,0.861497387686785,0.689260012881353,1050,926,23,868,773,18,0.826666666666667,0.834773218142549,0.782608695652174,224,3,101,1,1.89107209107143,1.4179017,1.84707658415842,NA,328,0.682926829268293,1,83,0.83,0.16,1.94862313635595
"ATHBF18","16902",0.034135,"SpaceCakesLevel 2-2",120,1082,15,"2234",940,1.07746044808511,0.546033039470759,5,0.66086298,0.422801714837348,137,1.06716924386861,0.609516265668483,13,12,0.92,327,613,NA,0.936643149847095,1.15257832169657,NA,0.456529897704,0.574622366142767,NA,360,722,NA,327,613,NA,0.908333333333333,0.849030470914127,NA,109,NA,28,NA,1.24677045412844,NA,1.06678106428571,NA,137,0.795620437956204,11,87,0.87,0.13,2.2527822580776
"ATHBF18","16908",0.08289,"SpaceCakesLevel 4-3",60,1832,37,"3802",1571,1.46172074493953,0.701915706332915,0,NA,NA,261,1.43022949735632,0.843591386735464,24,20,0.83,171,1066,334,0.968276115204678,1.48898238433396,1.62734387095808,0.545521628281641,0.688166030654035,0.708125818774989,180,1252,400,171,1066,334,0.95,0.851437699680511,0.835,202,NA,59,NA,1.69245489009901,NA,1.48474836966102,NA,261,0.773946360153257,3,86,0.86,0.14,2.16063868162991
"ATHF18","16770",0,"SpaceCakesLevel 2-1",40,1260,20,"2952",865,1.17495520447399,1.11409469619693,81,0.419515575432099,0.67795407733884,314,0.737105717834395,1.13120286058054,12,11,0.92,395,470,NA,1.48411977232911,0.915125408085106,NA,1.32399282822373,0.815955213949747,NA,500,760,NA,395,470,NA,0.79,0.618421052631579,NA,181,4,129,NA,0.875649544640884,0.1874825025,0.632128237054264,NA,314,0.576433121019108,3,69,0.69,0.25,1.17034009754353
"ATHF18","16773",0,"SpaceCakesLevel 2-1",40,1382,24,"3014",1027,1.176674235852,0.753070240568719,118,0.610524012711864,1.12473367420639,237,1.24040453797468,1.01581266504139,11,11,1,604,423,NA,1.11736393561258,1.26136317520095,NA,0.636707944949959,0.887307593383141,NA,704,678,NA,604,423,NA,0.857954545454545,0.623893805309734,NA,150,7,80,NA,1.3754262688,1.50630842857143,1.0897644975,NA,237,0.632911392405063,3,74,0.74,0.17,1.59751065853911
"ATHF18","16776",0,"SpaceCakesLevel 4-3",40,3311,30,"7733",3115,1.3739143198748,0.756754672397592,6,2.29620433333333,0.946705646716373,190,1.51835657578947,1.11310886144206,24,23,0.96,1345,1403,367,1.03915608319703,1.50049555282252,2.11684717683924,0.520268840044782,0.712079639044365,0.953652718031075,1380,1511,420,1345,1403,367,0.97463768115942,0.928524156187955,0.873809523809524,149,NA,40,1,1.78148026040268,NA,1.507065525,NA,189,0.788359788359788,1,94,0.94,0.06,3.10954718919371
"ATHF18","16779",0,"SpaceCakesLevel 2-4",120,1069,15,"2607",941,1.39897968670563,0.712719454999292,6,0.8565934,0.133783398970694,122,1.39628880319672,1.42409801775325,13,12,0.92,471,470,NA,1.26724086919321,1.53099879957447,NA,0.615202297627237,0.77712807268917,NA,499,570,NA,471,470,NA,0.943887775551102,0.824561403508772,NA,64,1,56,1,1.44415209359375,0.9347749,1.24159241589286,NA,121,0.528925619834711,11,88,0.88,0.11,2.4015149121027
"ATHF18","16782",0,"SpaceCakesLevel 2-3",180,1430,24,"4134",1036,1.44221582512548,0.867673191796261,89,1.63431694662921,1.56562159489444,305,1.3050669012459,1.00455946920228,12,9,0.75,513,523,NA,1.40036826764133,1.48326323810707,NA,0.889216288979938,0.844846798145212,NA,610,820,NA,513,523,NA,0.840983606557377,0.63780487804878,NA,190,5,108,2,1.60578308794737,1.845148,1.18387365925926,NA,303,0.627062706270627,13,72,0.72,0.21,1.38926275428946
"ATHF18","16785",0.033055,"SpaceCakesLevel 3-3",30,2179,26,"5942",1923,1.45873322626105,0.730491249153663,2,2.76137,2.44216297445523,254,1.55769992559055,0.865634212374224,19,19,1,696,1227,NA,1.36693319324713,1.51080561662592,NA,0.777802004207472,0.697210745620321,NA,750,1429,NA,696,1227,NA,0.928,0.858642407277817,NA,207,NA,47,NA,1.7701796236715,NA,1.77443889787234,NA,254,0.81496062992126,1,88,0.88,0.12,2.34997358413218
"ATHF18","16791",0,"SpaceCakesLevel 2-4",38,2324,36,"5439",1620,1.23501092094444,0.950967203131771,174,0.888576081609195,1.33369739468137,530,1.1510639890566,1.18107970592249,13,7,0.54,835,785,NA,1.12381899137725,1.35328513901911,NA,0.827655659940012,1.05433858161694,NA,1087,1237,NA,835,785,NA,0.768169273229071,0.634599838318513,NA,323,10,196,1,1.18413562947368,1.16534691,1.0773919877551,NA,529,0.610586011342155,2,70,0.7,0.23,1.26324736189325
"ATHF18","16797",0,"SpaceCakesLevel 2-2",16,1229,27,"2799",906,1.53322650518764,1.01650675791881,42,1.08156551666667,1.02276655144755,281,1.64084205476868,1.55687619100819,10,6,0.6,516,390,NA,1.36469729728682,1.75620361102564,NA,0.957935348340333,1.04953575698789,NA,661,568,NA,516,390,NA,0.780635400907716,0.686619718309859,NA,170,2,108,1,1.62763933941176,0.32552745,1.6028402712963,NA,280,0.607142857142857,1,74,0.74,0.23,1.38219225457813
"ATHF18","16800",0,"SpaceCakesLevel 2-2",99,1490,22,"4589",1108,1.23757839287004,0.844113502741577,35,0.568562891428571,0.554381510676634,347,1.08087659097983,1.1329638678621,9,6,0.67,712,396,NA,1.24623171516854,1.22201989419192,NA,0.751565885684058,0.9898339277817,NA,841,649,NA,712,396,NA,0.846611177170036,0.610169491525424,NA,201,2,143,1,1.18556939099502,0.5089001,0.838041420909091,NA,346,0.580924855491329,7,74,0.74,0.23,1.38219225457813
"ATHF18","16803",0,"SpaceCakesLevel 3-0",40,2274,23,"6023",2006,1.40369386095713,0.932762829308073,5,0.457957,0.576803416572752,263,1.34366604068441,1.10601284841335,16,14,0.88,771,1235,NA,1.52597606225681,1.32735412233198,NA,1.15749278110044,0.749975303184099,NA,846,1428,NA,771,1235,NA,0.911347517730496,0.86484593837535,NA,163,NA,99,1,1.50198333067485,NA,1.22291683616162,NA,262,0.622137404580153,2,88,0.88,0.12,2.34997358413218
"ATHF18","16806",0.017,"SpaceCakesLevel 2-3",60,1069,15,"3786",883,1.06348742366931,0.580801009021027,1,0,NA,185,1.01444534918919,0.627618062574836,12,8,0.67,396,487,NA,0.90759475479798,1.19025025092402,NA,0.400705201939072,0.66767291624151,NA,419,650,NA,396,487,NA,0.945107398568019,0.749230769230769,NA,128,1,56,NA,1.2224486125,0,0.994200114285714,NA,185,0.691891891891892,6,83,0.83,0.17,1.90833050629239
"ATHF18","16809",0.04998,"SpaceCakesLevel 2-4",80,1274,23,"2810",1019,1.2927690329735,0.676589758324489,0,NA,NA,255,1.18523145215686,0.685854433670992,13,10,0.77,417,602,NA,1.11976806211031,1.41260525365449,NA,0.55146722696319,0.727834573155458,NA,474,800,NA,417,602,NA,0.879746835443038,0.7525,NA,179,NA,75,1,1.42263389162011,NA,0.924601018666667,NA,254,0.704724409448819,6,80,0.8,0.2,1.68324246714583
"ATHF18","16812",0,"SpaceCakesLevel 3-0",320,3435,44,"7517",2574,1.02109480565268,0.596471706572705,13,1.16898463076923,0.96086517177456,848,0.919361171356132,0.780143834318082,16,11,0.69,1306,1268,NA,0.989682029862175,1.0534489737776,NA,0.510744615703009,0.672130778917484,NA,1589,1846,NA,1306,1268,NA,0.821900566393958,0.686890574214518,NA,521,NA,326,1,0.976395064357006,NA,0.814274401319018,NA,847,0.615112160566706,9,75,0.75,0.25,1.34897950039216
"ATHF18","16815",0.01684,"SpaceCakesLevel 2-0",200,1488,23,"3269",1166,1.08927905265866,0.704921208574924,33,1.01075983030303,0.593777710430009,289,1.1273736,0.890993500954111,11,6,0.55,714,452,NA,1.07038615602241,1.11912314159292,NA,0.626325558420631,0.813616089725461,NA,859,629,NA,714,452,NA,0.831199068684517,0.718600953895072,NA,194,1,94,NA,1.29932185773196,1.382915,1.17025859361702,NA,289,0.671280276816609,13,78,0.78,0.19,1.65008950923991
"ATHF18","16818",0,"SpaceCakesLevel 3-3",30,2640,32,"5762",2328,1.34069862981529,0.732623917880105,0,NA,NA,312,1.57445644551282,0.826858963408209,19,17,0.89,720,1608,NA,1.08304836361111,1.45606442065299,NA,0.630480601711374,0.745859625571289,NA,780,1860,NA,720,1608,NA,0.923076923076923,0.864516129032258,NA,247,NA,65,NA,1.95904314291498,NA,1.91298016,NA,312,0.791666666666667,1,88,0.88,0.12,2.34997358413218
"ATHF18","16821",0,"SpaceCakesLevel 2-0",320,1241,21,"3455",859,0.986571130756694,0.754230604205466,68,0.647851448529412,0.595851408796596,314,0.971873185636943,0.952406148383715,7,4,0.57,669,190,NA,1.04645774887892,0.775707196421053,NA,0.628952638428844,1.06156858220909,NA,831,410,NA,669,190,NA,0.805054151624549,0.463414634146341,NA,180,4,128,2,1.07848078888889,0.54644005,0.88430133578125,NA,312,0.576923076923077,26,69,0.69,0.25,1.17034009754353
"ATHF18","16824",0,"SpaceCakesLevel 3-0",235,1905,28,"4838",1523,1.40235493618516,0.857748343309228,53,0.882691433962264,1.14515643440893,329,1.34959125197568,1.22411010985113,16,11,0.69,540,983,NA,1.46811531222222,1.36623021282808,NA,0.949058478975384,0.801400678141215,NA,630,1275,NA,540,983,NA,0.857142857142857,0.770980392156863,NA,227,6,96,NA,1.51593984189427,0.620030833333333,1.14365421041667,NA,329,0.689969604863222,12,80,0.8,0.17,1.79578648671911
"ATHF18","16827",0,"SpaceCakesLevel 2-0",560,2395,37,"5247",1631,1.66868676909871,1.1337443350236,192,1.441577221875,1.49792305451559,572,1.8138420873951,1.30019817476788,7,5,0.71,1308,323,NA,1.59593703301988,1.96328941551084,NA,1.05072752720653,1.38452199800397,NA,1805,590,NA,1308,323,NA,0.724653739612188,0.547457627118644,NA,338,25,208,1,1.851776195,1.607533792,1.79933776394231,NA,571,0.591943957968476,23,68,0.68,0.24,1.1740013619546
"ATHF18","16830",0,"SpaceCakesLevel 2-1",200,1545,23,"3194",1245,1.10208051134137,0.850919039976159,17,1.39289317647059,1.58902930039369,283,1.17848149780919,1.79695733161846,12,9,0.75,663,582,NA,1.0386347561086,1.17435634591065,NA,0.637367939030558,1.03808383636701,NA,735,810,NA,663,582,NA,0.902040816326531,0.718518518518519,NA,175,2,105,1,1.19217519028571,0,1.03233235619048,NA,282,0.620567375886525,13,81,0.81,0.18,1.79326138289404
"ATHF18","16833",0,"SpaceCakesLevel 4-0",40,2132,33,"5003",1640,1.86790988865854,1.02539624688196,7,1.235018,0.923309696730373,485,2.11467538350515,1.29942462329381,21,18,0.86,490,1058,92,1.66963289428571,1.90576550680529,2.48861079347826,0.959162002091006,1.00681808499781,1.26553101327615,743,1269,120,490,1058,92,0.659488559892328,0.833727344365642,0.766666666666667,225,NA,260,NA,2.15035480177778,NA,2.11094858346154,NA,485,0.463917525773196,2,77,0.77,0.23,1.47769369837043
"ATHF18","16836",0.016125,"SpaceCakesLevel 4-3",19,2940,41,"6422",2571,1.10839507612213,0.556224466034035,2,2.17519505,1.75440256409126,367,1.22316697057221,0.646485944267235,24,20,0.83,699,1578,294,0.910588168526466,1.11313622636882,1.55324369285714,0.447126780193521,0.519601374441394,0.701637939725946,755,1826,359,699,1578,294,0.925827814569536,0.864184008762322,0.818941504178273,283,NA,81,3,1.39058240848057,NA,1.35210766419753,NA,364,0.777472527472527,1,87,0.87,0.12,2.30137792110489
"ATHF18","16839",0.35118,"SpaceCakesLevel 2-4",57,1648,20,"4093",1313,1.90460330548363,1.33889923711288,23,4.35356086956522,1.53288044448234,312,1.95178933301282,1.28277480475369,11,10,0.91,827,486,NA,1.29751233422007,2.93765728333333,NA,0.752155246391973,1.4792036223892,NA,982,666,NA,827,486,NA,0.842158859470468,0.72972972972973,NA,206,4,101,1,2.40636824417476,3.59819725,1.72066824950495,NA,311,0.662379421221865,3,80,0.8,0.19,1.71951752862414
"ATHF18","16842",0,"SpaceCakesLevel 2-4",91,1519,26,"3811",1119,1.17278278818588,0.831067432395254,45,1.56759833555556,1.43722840865989,355,1.01587781261972,0.943595732138248,15,13,0.87,364,755,NA,1.11893815766484,1.19874231866225,NA,0.841179243694727,0.825453760128402,NA,450,1069,NA,364,755,NA,0.808888888888889,0.706267539756782,NA,222,6,126,1,1.17766751801802,0.631156683333333,0.940479995952381,NA,354,0.627118644067797,6,74,0.74,0.23,1.38219225457813
"ATM1F18","16921",0,"SpaceCakesLevel 2-4",99,1126,16,"3371",821,1.23680679415347,0.71845989688472,53,0.689413105660377,0.459943694311932,252,1.0140343925,0.774209942283782,10,9,0.9,165,656,NA,1.18361262424242,1.25018642530488,NA,0.640204854264435,0.736682952033852,NA,190,936,NA,165,656,NA,0.868421052631579,0.700854700854701,NA,171,3,78,NA,1.20169572748538,0.878681633333333,0.949126985897436,NA,252,0.678571428571429,9,73,0.73,0.22,1.38500620520531
"ATM1F18","16924",0.01277,"SpaceCakesLevel 2-3",144,741,13,"1495",618,1.40781025532362,0.696263822550183,3,1.01232496666667,0.127719773970217,120,1.46697033583333,0.856718425498764,11,9,0.82,165,453,NA,1.23512120121212,1.47071024192053,NA,0.688595583725157,0.689099105085704,NA,180,561,NA,165,453,NA,0.916666666666667,0.807486631016043,NA,91,NA,28,1,1.73780258021978,NA,1.66373131785714,NA,119,0.764705882352941,19,83,0.83,0.16,1.94862313635595
"ATM1F18","16927",0,"SpaceCakesLevel 2-2",166,1042,15,"2434",674,1.45113738381306,1.08158582746791,99,0.750190305050505,0.8261816148415,269,1.14247299111524,1.49275027823442,6,4,0.67,170,504,NA,1.05285528764706,1.58547856704365,NA,0.523541554089534,1.18381158262519,NA,199,843,NA,170,504,NA,0.85427135678392,0.597864768683274,NA,149,5,114,1,1.22021061409396,0.38204802,1.04759391236842,NA,268,0.555970149253731,16,65,0.65,0.26,1.02866587180048
"ATM1F18","16930",0.017,"SpaceCakesLevel 3-2",30,1286,19,"3707",1113,1.32715599694519,0.635152189761752,1,0,NA,172,1.54850664476744,0.859623285447885,16,15,0.94,421,692,NA,1.14198988574822,1.43980763395954,NA,0.583270902476284,0.639394968273849,NA,457,829,NA,421,692,NA,0.921225382932166,0.834740651387214,NA,125,NA,46,1,1.6955572392,NA,1.69217681304348,NA,171,0.730994152046784,2,87,0.87,0.13,2.2527822580776
"ATM1F18","16933",0.1997,"SpaceCakesLevel 3-3",49,1940,30,"5005",1583,1.17568869172457,0.558386648215987,4,1.29305375,0.402981050885667,353,1.13949524957507,0.722909146548856,17,14,0.82,439,1144,NA,1.11737245854214,1.19806703645105,NA,0.643521577660597,0.52062475049016,NA,494,1446,NA,439,1144,NA,0.888663967611336,0.791147994467497,NA,258,1,93,1,1.32736800968992,1.151175,1.23724304946237,NA,352,0.732954545454545,3,82,0.82,0.18,1.83073017568563
"ATM1F18","16936",0.1169,"SpaceCakesLevel 3-2",30,1100,17,"3733",882,1.38830724387755,0.641662806040393,17,1.07898823529412,0.342420833701662,201,1.38721298960199,0.888532455971257,15,10,0.67,165,717,NA,1.14679090363636,1.44388631799163,NA,0.56793154834546,0.645134621228992,NA,180,920,NA,165,717,NA,0.916666666666667,0.779347826086957,NA,146,NA,51,4,1.52812410136986,NA,1.76437169431373,NA,197,0.741116751269036,3,80,0.8,0.18,1.75698632141573
"ATM1F18","16939",0.149615,"SpaceCakesLevel 2-3",40,539,14,"1366",412,1.45394505461165,0.696857698029942,0,NA,NA,127,1.61456531811024,1.06223056713654,8,8,1,157,255,NA,1.4978643477707,1.42690454862745,NA,0.943592759127616,0.486832072176389,NA,200,339,NA,157,255,NA,0.785,0.752212389380531,NA,80,NA,47,NA,1.618270735,NA,1.88515113191489,NA,127,0.62992125984252,7,76,0.76,0.24,1.41260512568018
"ATM1F18","16945",0,"SpaceCakesLevel 2-1",887,2296,42,"4755",1424,1.57981459576545,1.36784177803283,223,1.68304103318386,1.6521814660154,649,1.47859988885978,1.52785764040459,8,7,0.88,409,1015,NA,1.45031312469438,1.63199794716256,NA,0.886753743109262,1.51650150915644,NA,498,1798,NA,409,1015,NA,0.821285140562249,0.564516129032258,NA,393,19,236,1,1.60395819791349,1.65744026842105,1.40120216355932,NA,648,0.606481481481482,39,62,0.62,0.28,0.888322295370614
"ATM1F18","16948",0,"SpaceCakesLevel 3-2",50,1527,19,"3712",1415,1.33258163491166,0.819432497125346,0,NA,NA,112,2.14680959553571,1.35771455544329,18,15,0.83,577,838,NA,0.962355671057192,1.5874985575179,NA,0.507869024161314,0.892920886255425,NA,593,934,NA,577,838,NA,0.973018549747049,0.897216274089936,NA,89,NA,22,1,2.10389930674157,NA,3.21880214090909,NA,111,0.801801801801802,3,93,0.93,0.07,2.95158205635834
"ATM1F18","16951",0.016985,"SpaceCakesLevel 2-3",176,1250,18,"3647",977,1.34173126110542,0.726930806663143,11,1.41715877272727,1.16334905139006,262,1.16325163175573,0.773404130015684,10,9,0.9,421,556,NA,1.20337760570071,1.44649185269784,NA,0.651053603595391,0.763538153165994,NA,520,730,NA,421,556,NA,0.809615384615385,0.761643835616438,NA,182,1,78,1,1.38715648571429,2.935999,1.03792908089744,NA,261,0.697318007662835,14,78,0.78,0.21,1.57861446120693
