"id","userID","accessCode","task","post_nihScore","post_nihAccuracy","post_nihRTScore"
1665,18630,"FA18UCpost","flanker",5,5,0
1666,18630,"FA18UCpost","flanker",5,5,0
1667,17252,"JRPOF18","flanker",3.80952,4,3.26442
1668,17253,"JRPOF18","flanker",7.71401,5,3.1902
1669,17255,"JRPOF18","flanker",7.18167,5,2.41976
1670,18129,"JRPOF18","flanker",3.09524,3,0
1671,18128,"JRPOF18","flanker",3.21429,3,0.588245
1672,17386,"JRPOF18","flanker",3.57143,4,2.64266
1673,17213,"JRPOF18","flanker",7.91253,5,2.91253
1674,17209,"JRPOF18","flanker",7.93351,5,2.93351
1675,17208,"JRPOF18","flanker",5.88319,4,1.47843
1676,17207,"JRPOF18","flanker",6.79865,5,2.03675
1677,17206,"JRPOF18","flanker",3.21429,3,4.55869
1678,17205,"JRPOF18","flanker",4.69046,4,0.52379
1679,17202,"JRPOF18","flanker",7.62727,5,2.62727
1680,17202,"JRPOF18","flanker",3.33333,3,1.27119
1681,17198,"JRPOF18","flanker",7.97662,5,3.09567
1682,17195,"JRPOF18","flanker",7.58936,5,2.58936
1683,17194,"JRPOF18","flanker",7.89917,5,2.89917
1684,17192,"JRPOF18","flanker",3.92857,4,1.16641
1685,17394,"JRPOF18","flanker",3.45238,3,1.69025
1686,17212,"JRPOF18","flanker",8.34002,5,3.57811
1687,17211,"JRPOF18","flanker",7.48091,5,2.83805
1688,17210,"JRPOF18","flanker",6.82122,5,2.17836
1689,17204,"JRPOF18","flanker",3.69048,4,2.84666
1690,17203,"JRPOF18","flanker",7.21885,5,2.21885
1691,17201,"JRPOF18","flanker",8.27224,5,3.39129
1692,17200,"JRPOF18","flanker",8.36635,5,3.36635
1693,17199,"JRPOF18","flanker",7.86798,5,2.98703
1694,17197,"JRPOF18","flanker",3.57143,4,2.09995
1695,17196,"JRPOF18","flanker",7.0275,5,2.0275
1696,17256,"JRPOF18","flanker",3.80952,4,2.65299
1697,17258,"JRPOF18","flanker",3.45238,3,3.96149
1698,17230,"JRPOF18","flanker",3.80952,4,3.19714
1699,17230,"JRPOF18","flanker",5,5,0
1700,18648,"JRPOF18","flanker",7.95048,5,3.06953
