"id","userID","accessCode","task","pre_nihScore","pre_nihAccuracy","pre_nihRTScore"
1015,17297,"PUF18","flanker",5.65447,4,1.65447
1016,17297,"PUF18","flanker",6.27919,4,2.27919
1017,17297,"PUF18","flanker",6.70288,5,1.94098
1018,16975,"PUF18","flanker",0,5,0
1019,16975,"PUF18","flanker",7.11419,5,2.23324
1020,16950,"PUF18","flanker",8.00481,5,3.12386
1021,16946,"PUF18","flanker",5.26656,5,0.623708
1022,16945,"PUF18","flanker",6.82987,5,1.94892
1023,16947,"PUF18","flanker",7.69623,5,3.05337
1024,17271,"PUF18","flanker",7.96841,5,3.08746
1025,16948,"PUF18","flanker",3.57143,4,3.22341
1026,17015,"PUF18","flanker",5,5,0
1027,17015,"PUF18","flanker",5,5,0
1028,17010,"PUF18","flanker",7.0942,5,2.0942
1029,17270,"PUF18","flanker",7.719,5,2.83805
1030,17017,"PUF18","flanker",0,4,0
1031,17025,"PUF18","flanker",5,5,0
1032,17033,"PUF18","flanker",4.61538,5,0
1033,17026,"PUF18","flanker",5,5,0
1034,17026,"PUF18","flanker",8.19888,5,3.19888
1035,17012,"PUF18","flanker",5,5,0
1036,17013,"PUF18","flanker",7.62688,5,2.74592
1037,17013,"PUF18","flanker",5,5,0
1038,16990,"PUF18","flanker",7.77808,5,3.1627
1039,16990,"PUF18","flanker",7.6699,5,2.6699
1040,17267,"PUF18","flanker",7.88296,5,2.88296
1041,16987,"PUF18","flanker",8.11824,5,3.34551
1042,16994,"PUF18","flanker",5,5,0
1043,16994,"PUF18","flanker",7.95778,5,2.95778
1044,16994,"PUF18","flanker",5,5,0
1045,17266,"PUF18","flanker",5,5,0
1046,16927,"PUF18","flanker",7.36575,5,2.4848
1047,16925,"PUF18","flanker",7.94077,5,3.05982
1048,16923,"PUF18","flanker",7.69755,5,2.69755
1049,16923,"PUF18","flanker",7.69755,5,2.69755
1050,16921,"PUF18","flanker",7.608,5,3.08419
1051,16984,"PUF18","flanker",5,5,0
1052,16984,"PUF18","flanker",8.02328,5,3.14233
1053,16932,"PUF18","flanker",5,5,0
1054,16932,"PUF18","flanker",7.2681,5,2.5062
1055,16935,"PUF18","flanker",6.72502,5,1.84407
1056,16982,"PUF18","flanker",5,5,0
1057,16931,"PUF18","flanker",7.41101,5,2.64911
1058,16924,"PUF18","flanker",8.07115,5,3.07115
1059,16922,"PUF18","flanker",7.68696,5,2.68696
1060,16928,"PUF18","flanker",7.52233,5,2.64137
1061,16929,"PUF18","flanker",5.52093,4,1.11616
1062,16929,"PUF18","flanker",5.52093,4,1.11616
1063,16929,"PUF18","flanker",5.52093,4,1.11616
1064,16933,"PUF18","flanker",7.91402,5,2.91402
1065,16934,"PUF18","flanker",3.80952,4,5
1066,16995,"PUF18","flanker",7.28158,4,2.86981
1067,16926,"PUF18","flanker",3.92857,4,2.05632
1068,16992,"PUF18","flanker",5,5,0
1069,16992,"PUF18","flanker",7.26865,5,2.26865
1070,16993,"PUF18","flanker",6.03281,5,1.27672
1071,17248,"PUF18","flanker",8.36735,5,3.4864
1072,17239,"PUF18","flanker",3.69048,4,3.39322
1073,132,"PUF18","flanker",7.80897,5,3.16611
1074,12210,"PUF18","flanker",8.40432,5,3.52337
1075,17233,"PUF18","flanker",3.57143,4,3.29716
1076,17294,"PUF18c","flanker",8.05659,5,3.05659
1077,17292,"PUF18c","flanker",5,5,0
1078,17292,"PUF18c","flanker",6.51162,5,1.51162
1079,8325,"PUF18c","flanker",5,5,0
